sequence_index,database_id,identity_name,record_type,structure_marker,record_offset,name_offset,name_length,confidence_score
49252,310775,"Luiz Renato",4,189,0x002E9D32,0x002E9D36,11,100
49253,315165,"Bernardo",4,189,0x002E9D5D,0x002E9D61,8,100
49254,8833551,"Aloísio",4,189,0x002E9D82,0x002E9D86,7,100
49255,308961,"Newton",4,189,0x002E9DA5,0x002E9DA9,6,100
49256,307023,"Sandro Luís",4,189,0x002E9DC6,0x002E9DCA,11,100
49257,316492,"Deivid",4,189,0x002E9DF1,0x002E9DF5,6,100
49258,305788,"Sander",4,189,0x002E9E12,0x002E9E16,6,100
49259,320267,"Clévio",4,189,0x002E9E33,0x002E9E37,6,100
49260,320255,"Ednaldo",4,189,0x002E9E54,0x002E9E58,7,100
49261,317742,"Jean Marcelo",4,189,0x002E9E77,0x002E9E7B,12,100
49262,307108,"Cleyton",4,189,0x002E9EA4,0x002E9EA8,7,100
49263,8155202,"Rinaldo",4,189,0x002E9EC7,0x002E9ECB,7,100
49264,308574,"Aguinaldo",4,189,0x002E9EEA,0x002E9EEE,9,100
49265,727410,"Sérgio Luís",4,189,0x002E9F11,0x002E9F15,11,100
49266,305714,"João Luís",4,189,0x002E9F3C,0x002E9F40,9,100
49267,319718,"José Francisco",4,189,0x002E9F63,0x002E9F67,14,100
49268,8827474,"Jales",4,189,0x002E9F94,0x002E9F98,5,100
49269,303261,"Ruy",4,189,0x002E9FB3,0x002E9FB7,3,100
49270,319683,"Jéferson",4,189,0x002E9FCE,0x002E9FD2,8,100
49271,307228,"Mário Augusto",4,189,0x002E9FF3,0x002E9FF7,13,100
49272,304177,"João Marcelo",4,189,0x002EA022,0x002EA026,12,100
49273,307423,"Ney",4,189,0x002EA04F,0x002EA053,3,100
49274,311690,"Vanílson",4,189,0x002EA06A,0x002EA06E,8,100
49275,317133,"João Fernando",4,189,0x002EA08F,0x002EA093,13,100
49276,311681,"Flávio Luiz",4,189,0x002EA0BE,0x002EA0C2,11,100
49277,308068,"Ari",4,189,0x002EA0E9,0x002EA0ED,3,100
49278,308087,"Tadeu",4,189,0x002EA104,0x002EA108,5,100
49279,317845,"Elivélton",4,189,0x002EA123,0x002EA127,9,100
49280,304261,"Givanildo",4,189,0x002EA14A,0x002EA14E,9,100
49281,304387,"Sandro Luiz",4,189,0x002EA171,0x002EA175,11,100
49282,304394,"Vítor Hugo",4,189,0x002EA19C,0x002EA1A0,10,100
49283,315744,"Hílton",4,189,0x002EA1C5,0x002EA1C9,6,100
49284,311324,"Glauco",4,189,0x002EA1E6,0x002EA1EA,6,100
49285,311634,"João José",4,189,0x002EA207,0x002EA20B,9,100
49286,304927,"Edílson José",4,189,0x002EA22E,0x002EA232,12,100
49287,8835155,"Luiz Felipe",4,189,0x002EA25B,0x002EA25F,11,100
49288,8825005,"Jorge Henrique",4,189,0x002EA286,0x002EA28A,14,100
49289,7001363,"João Rodrigo",4,189,0x002EA2B7,0x002EA2BB,12,100
49290,8827651,"Marcus",4,189,0x002EA2E4,0x002EA2E8,6,100
49291,6900563,"Walmir",4,189,0x002EA305,0x002EA309,6,100
49292,317981,"Michael",4,189,0x002EA326,0x002EA32A,7,100
49293,8835141,"Fernando Henrique",4,189,0x002EA349,0x002EA34D,17,100
49294,305066,"Paulo José",4,189,0x002EA380,0x002EA384,10,100
49295,311544,"Alexandre Ricardo",4,189,0x002EA3A9,0x002EA3AD,17,100
49296,311377,"Fábio André",4,189,0x002EA3E0,0x002EA3E4,11,100
49297,2001407,"Sérgio Henrique",4,189,0x002EA40B,0x002EA40F,15,100
49298,305127,"Ezequiel",4,189,0x002EA43E,0x002EA442,8,100
49299,316906,"Cristian",4,189,0x002EA463,0x002EA467,8,100
49300,315318,"Abílio",4,189,0x002EA488,0x002EA48C,6,100
49301,305186,"Wagner",4,189,0x002EA4A9,0x002EA4AD,6,100
49302,305190,"Juan",4,189,0x002EA4CA,0x002EA4CE,4,100
49303,316940,"Ewerton",4,189,0x002EA4E7,0x002EA4EB,7,100
49304,6900062,"Evanílson",4,189,0x002EA50A,0x002EA50E,9,100
49305,6706057,"Maximiliano",3,189,0x002EA531,0x002EA535,11,100
49306,6900061,"Tércio",3,189,0x002EA55C,0x002EA560,6,100
49307,6700589,"João Maria",3,189,0x002EA57D,0x002EA581,10,100
49308,6900083,"Valberto",3,189,0x002EA5A6,0x002EA5AA,8,100
49309,305213,"Ubiratan",3,189,0x002EA5CB,0x002EA5CF,8,100
49310,316939,"Genival",3,189,0x002EA5F0,0x002EA5F4,7,100
49311,305215,"Carlos Magno",3,189,0x002EA613,0x002EA617,12,100
49312,1025395,"Adenílson",3,189,0x002EA640,0x002EA644,9,100
49313,309116,"Ricardo Luiz",3,189,0x002EA667,0x002EA66B,12,100
49314,8833760,"Júnior César",3,189,0x002EA694,0x002EA698,12,100
49315,305146,"José Fábio",3,189,0x002EA6C1,0x002EA6C5,10,100
49316,14532,"Wágner José",3,189,0x002EA6EA,0x002EA6EE,11,100
49317,315391,"Washington Luiz",3,189,0x002EA715,0x002EA719,15,100
49318,305108,"Genésio",3,189,0x002EA748,0x002EA74C,7,100
49319,319614,"Carlos Renato",3,189,0x002EA76B,0x002EA76F,13,100
49320,311500,"Silas",3,189,0x002EA79A,0x002EA79E,5,100
49321,2001438,"Pedro Eduardo",3,189,0x002EA7B9,0x002EA7BD,13,100
49322,2001503,"Elinaldo",3,189,0x002EA7E8,0x002EA7EC,8,100
49323,8833717,"Tássio",3,189,0x002EA80D,0x002EA811,6,100
49324,5723205,"Antonio",3,189,0x002EA82E,0x002EA832,7,100
49325,317701,"Marco Túlio",3,189,0x002EA851,0x002EA855,11,100
49326,305062,"Hélton",3,189,0x002EA87C,0x002EA880,6,100
49327,6900161,"Adílson José",3,189,0x002EA89D,0x002EA8A1,12,100
49328,305030,"Natanael",3,189,0x002EA8CA,0x002EA8CE,8,100
49329,316822,"Darcy",3,189,0x002EA8EF,0x002EA8F3,5,100
49330,3902267,"Marcello",3,189,0x002EA90E,0x002EA912,8,100
49331,317724,"Heleno",3,189,0x002EA933,0x002EA937,6,100
49332,3902247,"Elpídio",3,189,0x002EA954,0x002EA958,7,100
49333,6900658,"Dirceu",3,189,0x002EA977,0x002EA97B,6,100
49334,8825128,"Jardel",3,189,0x002EA998,0x002EA99C,6,100
49335,2013428,"Jorge Alberto",3,189,0x002EA9B9,0x002EA9BD,13,100
49336,8835149,"Jeremias",3,189,0x002EA9E8,0x002EA9EC,8,100
49337,8825092,"Abel",3,189,0x002EAA0D,0x002EAA11,4,100
49338,317924,"Luís André",3,189,0x002EAA2A,0x002EAA2E,10,100
49339,311328,"Arlindo",3,189,0x002EAA53,0x002EAA57,7,100
49340,304967,"Evaristo",3,189,0x002EAA76,0x002EAA7A,8,100
49341,8825773,"Jader",3,189,0x002EAA9B,0x002EAA9F,5,100
49342,3301586,"Vanderley",3,189,0x002EAABA,0x002EAABE,9,100
49343,305394,"Levi",3,189,0x002EAAE1,0x002EAAE5,4,100
49344,316674,"Luís César",3,189,0x002EAAFE,0x002EAB02,10,100
49345,304635,"Wescley",3,189,0x002EAB27,0x002EAB2B,7,100
49346,304424,"Vilson",3,189,0x002EAB4A,0x002EAB4E,6,100
49347,317098,"Cléberson",3,189,0x002EAB6B,0x002EAB6F,9,100
49348,305396,"Héber",3,189,0x002EAB92,0x002EAB96,5,100
49349,304319,"Élton",3,189,0x002EABB1,0x002EABB5,5,100
49350,311659,"Pedro José",3,189,0x002EABD0,0x002EABD4,10,100
49351,304228,"Lucimar",3,189,0x002EABF9,0x002EABFD,7,100
49352,308220,"Marcos Alexandre",3,189,0x002EAC1C,0x002EAC20,16,100
49353,311668,"Marciel",3,189,0x002EAC51,0x002EAC55,7,100
49354,317129,"Gedeon",3,189,0x002EAC74,0x002EAC78,6,100
49355,307459,"Wilson Roberto",3,189,0x002EAC95,0x002EAC99,14,100
49356,307441,"Romeu",3,189,0x002EACC6,0x002EACCA,5,100
49357,8827557,"Peterson",3,189,0x002EACE5,0x002EACE9,8,100
49358,305455,"Cléber Antônio",3,189,0x002EAD0A,0x002EAD0E,14,100
49359,307319,"Ferdinando",3,189,0x002EAD3B,0x002EAD3F,10,100
49360,303984,"Ovídio",3,189,0x002EAD64,0x002EAD68,6,100
49361,317141,"Marcelo Luiz",3,189,0x002EAD85,0x002EAD89,12,100
49362,305682,"Alcir",3,189,0x002EADB2,0x002EADB6,5,100
49363,303466,"Alexandre Luiz",3,189,0x002EADD1,0x002EADD5,14,100
49364,902289,"César Luís",3,189,0x002EAE02,0x002EAE06,10,100
49365,307128,"Geovane",3,189,0x002EAE2B,0x002EAE2F,7,100
49366,5748553,"Ederson",3,189,0x002EAE4E,0x002EAE52,7,100
49367,303254,"Ranieri",3,189,0x002EAE71,0x002EAE75,7,100
49368,303224,"Darlan",3,189,0x002EAE94,0x002EAE98,6,100
49369,317818,"Franklin",3,189,0x002EAEB5,0x002EAEB9,8,100
49370,837112,"Jose",3,189,0x002EAEDA,0x002EAEDE,4,100
49371,307095,"Marcone",3,189,0x002EAEF7,0x002EAEFB,7,100
49372,320245,"Waldemar",3,189,0x002EAF1A,0x002EAF1E,8,100
49373,8833590,"João Ricardo",3,189,0x002EAF3F,0x002EAF43,12,100
49374,320251,"Mário Felipe",3,189,0x002EAF6C,0x002EAF70,12,100
49375,310829,"Fábio Luís",3,189,0x002EAF99,0x002EAF9D,10,100
49376,133761,"Aurélio",3,189,0x002EAFC2,0x002EAFC6,7,100
49377,317172,"Celsiney",3,189,0x002EAFE5,0x002EAFE9,8,100
49378,8830737,"Regílson",3,189,0x002EB00A,0x002EB00E,8,100
49379,315183,"Hélder",3,189,0x002EB02F,0x002EB033,6,100
49380,318123,"Juliano César",3,189,0x002EB050,0x002EB054,13,100
49381,8830358,"Valdenir",3,189,0x002EB07F,0x002EB083,8,100
49382,317582,"André Ricardo",3,189,0x002EB0A4,0x002EB0A8,13,100
49383,316448,"Vicente",3,189,0x002EB0D3,0x002EB0D7,7,100
49384,3300144,"Sérgio Luiz",3,189,0x002EB0F6,0x002EB0FA,11,100
49385,533460,"Thiago José",3,189,0x002EB121,0x002EB125,11,100
49386,316411,"Dagoberto",3,189,0x002EB14C,0x002EB150,9,100
49387,8830377,"Alexandre Luís",3,189,0x002EB173,0x002EB177,14,100
49388,316387,"Ronivaldo",3,189,0x002EB1A4,0x002EB1A8,9,100
49389,310787,"Messias",3,189,0x002EB1CB,0x002EB1CF,7,100
49390,306990,"Luiz Roberto",3,189,0x002EB1EE,0x002EB1F2,12,100
49391,8833526,"Adson",3,189,0x002EB21B,0x002EB21F,5,100
49392,305909,"Ivo",3,189,0x002EB23A,0x002EB23E,3,100
49393,3300404,"Naílton",3,189,0x002EB255,0x002EB259,7,100
49394,320304,"Heitor",3,189,0x002EB278,0x002EB27C,6,100
49395,7980289,"Paulo Jorge",3,189,0x002EB299,0x002EB29D,11,100
49396,306017,"Márcio Luís",3,189,0x002EB2C4,0x002EB2C8,11,100
49397,306035,"Fábio Paulo",3,189,0x002EB2EF,0x002EB2F3,11,100
49398,306914,"Marcos Eduardo",3,189,0x002EB31A,0x002EB31E,14,100
49399,306898,"Volnei",3,189,0x002EB34B,0x002EB34F,6,100
49400,310711,"Marcelino",3,189,0x002EB36C,0x002EB370,9,100
49401,3300449,"Carlos Humberto",3,189,0x002EB393,0x002EB397,15,100
49402,315139,"Jorge Roberto",3,189,0x002EB3C6,0x002EB3CA,13,100
49403,3300454,"Arley",3,189,0x002EB3F5,0x002EB3F9,5,100
49404,316263,"José Leandro",3,189,0x002EB414,0x002EB418,12,100
49405,3300455,"Fabian",3,189,0x002EB441,0x002EB445,6,100
49406,3300456,"Jean Carlo",3,189,0x002EB462,0x002EB466,10,100
49407,306055,"André Augusto",3,189,0x002EB48B,0x002EB48F,13,100
49408,3801683,"Eliel",3,189,0x002EB4BA,0x002EB4BE,5,100
49409,316223,"Ricardo José",3,189,0x002EB4D9,0x002EB4DD,12,100
49410,8833423,"Alencar",3,189,0x002EB506,0x002EB50A,7,100
49411,7522081,"Alex José",3,189,0x002EB529,0x002EB52D,9,100
49412,8833085,"José Marcos",3,189,0x002EB550,0x002EB554,11,100
49413,3300575,"Osvaldo Luiz",3,189,0x002EB57B,0x002EB57F,12,100
49414,318344,"Vantuir",3,189,0x002EB5A8,0x002EB5AC,7,100
49415,3300765,"Claudinei Alexandre",3,189,0x002EB5CB,0x002EB5CF,19,100
49416,3300769,"Alonso",3,189,0x002EB606,0x002EB60A,6,100
49417,316139,"Arivaldo",3,189,0x002EB627,0x002EB62B,8,100
49418,3300800,"Ednílson",3,189,0x002EB64C,0x002EB650,8,100
49419,319228,"Omar",3,189,0x002EB671,0x002EB675,4,100
49420,306275,"Marques",3,189,0x002EB68E,0x002EB692,7,100
49421,8827073,"Élcio",3,189,0x002EB6B1,0x002EB6B5,5,100
49422,3300857,"Agenor",3,189,0x002EB6D0,0x002EB6D4,6,100
49423,3300860,"Paulo Afonso",3,189,0x002EB6F1,0x002EB6F5,12,100
49424,3300928,"João Roberto",3,189,0x002EB71E,0x002EB722,12,100
49425,3301050,"Wladimir",3,189,0x002EB74B,0x002EB74F,8,100
49426,890719,"Ivan Carlos",3,189,0x002EB770,0x002EB774,11,100
49427,315642,"Geovanni",3,189,0x002EB79B,0x002EB79F,8,100
49428,8832932,"Bruno Luiz",3,189,0x002EB7C0,0x002EB7C4,10,100
49429,3301116,"Gilberto Carlos",3,189,0x002EB7E9,0x002EB7ED,15,100
49430,309486,"Williams",3,189,0x002EB81C,0x002EB820,8,100
49431,306068,"Antônio João",3,189,0x002EB841,0x002EB845,12,100
49432,306316,"Cláudio José",3,189,0x002EB86E,0x002EB872,12,100
49433,3301277,"Lúcio Roberto",3,189,0x002EB89B,0x002EB89F,13,100
49434,306800,"Márcio Rodrigo",3,189,0x002EB8CA,0x002EB8CE,14,100
49435,317504,"Claudiomiro",3,189,0x002EB8FB,0x002EB8FF,11,100
49436,306117,"Sílvio Carlos",3,189,0x002EB926,0x002EB92A,13,100
49437,306351,"João Bosco",3,189,0x002EB955,0x002EB959,10,100
49438,320635,"Giovane",3,189,0x002EB97E,0x002EB982,7,100
49439,318404,"Iranildo",3,189,0x002EB9A1,0x002EB9A5,8,100
49440,104340,"Rogerio",3,189,0x002EB9C6,0x002EB9CA,7,100
49441,301596,"Márcio Roberto",3,189,0x002EB9E9,0x002EB9ED,14,100
49442,318475,"José Everaldo",3,189,0x002EBA1A,0x002EBA1E,13,100
49443,306404,"Gean",3,189,0x002EBA49,0x002EBA4D,4,100
49444,315909,"Lúcio Mário",3,189,0x002EBA66,0x002EBA6A,11,100
49445,315907,"Hércules",3,189,0x002EBA91,0x002EBA95,8,100
49446,301796,"Márcio Luiz",3,189,0x002EBAB6,0x002EBABA,11,100
49447,302187,"Valério",3,189,0x002EBAE1,0x002EBAE5,7,100
49448,104427,"Mário Jorge",3,189,0x002EBB04,0x002EBB08,11,100
49449,315873,"Oscar",3,189,0x002EBB2F,0x002EBB33,5,100
49450,315868,"Erick",3,189,0x002EBB4E,0x002EBB52,5,100
49451,306548,"Ciro",3,189,0x002EBB6D,0x002EBB71,4,100
49452,321262,"Jonatas",3,189,0x002EBB8A,0x002EBB8E,7,100
49453,302267,"Robério",3,189,0x002EBBAD,0x002EBBB1,7,100
49454,320878,"Márcio Paulo",3,189,0x002EBBD0,0x002EBBD4,12,100
49455,318664,"Nuno",3,189,0x002EBBFD,0x002EBC01,4,100
49456,8830677,"Marcelo Henrique",3,189,0x002EBC1A,0x002EBC1E,16,100
49457,320916,"Josivan",3,189,0x002EBC4F,0x002EBC53,7,100
49458,1000309,"Elizeu",3,189,0x002EBC72,0x002EBC76,6,100
49459,3301300,"Djair",3,189,0x002EBC93,0x002EBC97,5,100
49460,306648,"Roberto César",3,189,0x002EBCB2,0x002EBCB6,13,100
49461,306752,"Pedro Antônio",3,189,0x002EBCE1,0x002EBCE5,13,100
49462,312285,"Adriano José",3,189,0x002EBD10,0x002EBD14,12,100
49463,315836,"João Marcos",3,189,0x002EBD3D,0x002EBD41,11,100
49464,321042,"Alex Rodrigo",3,189,0x002EBD68,0x002EBD6C,12,100
49465,8832821,"Niélsen",3,189,0x002EBD95,0x002EBD99,7,100
49466,312223,"Clécio",3,189,0x002EBDB8,0x002EBDBC,6,100
49467,318650,"Vivaldo",3,189,0x002EBDD9,0x002EBDDD,7,100
49468,8832793,"Mário Lúcio",3,189,0x002EBDFC,0x002EBE00,11,100
49469,318642,"Flamarion",3,189,0x002EBE27,0x002EBE2B,9,100
49470,5638203,"José Alexandre",3,189,0x002EBE4E,0x002EBE52,14,100
49471,8719635,"Fausto",3,189,0x002EBE7F,0x002EBE83,6,100
49472,318545,"Renato César",3,189,0x002EBEA0,0x002EBEA4,12,100
49473,312110,"Edenílson",3,189,0x002EBECD,0x002EBED1,9,100
49474,311669,"Paulo Rodrigo",2,189,0x002EBEF4,0x002EBEF8,13,100
49475,8835227,"Victor Hugo",2,189,0x002EBF23,0x002EBF27,11,100
49476,142333,"Janderson",2,189,0x002EBF4E,0x002EBF52,9,100
49477,8835167,"Rone",2,189,0x002EBF75,0x002EBF79,4,100
49478,8827361,"Márcio André",2,189,0x002EBF92,0x002EBF96,12,100
49479,8827360,"Juari",2,189,0x002EBFBF,0x002EBFC3,5,100
49480,8827268,"Lenildo",2,189,0x002EBFDE,0x002EBFE2,7,100
49481,8827255,"Luiz Maurício",2,189,0x002EC001,0x002EC005,13,100
49482,775217,"João Antônio",2,189,0x002EC030,0x002EC034,12,100
49483,8826943,"Márcio Cristiano",2,189,0x002EC05D,0x002EC061,16,100
49484,775266,"José Reinaldo",2,189,0x002EC092,0x002EC096,13,100
49485,8826349,"Amílson",2,189,0x002EC0C1,0x002EC0C5,7,100
49486,4082,"Marcos Fernando",2,189,0x002EC0E4,0x002EC0E8,15,100
49487,8834817,"Jeová",2,189,0x002EC117,0x002EC11B,5,100
49488,8833776,"Péricles",2,189,0x002EC136,0x002EC13A,8,100
49489,8825853,"Nílton César",2,189,0x002EC15B,0x002EC15F,12,100
49490,8833703,"Pierre",2,189,0x002EC188,0x002EC18C,6,100
49491,142368,"João Batista",2,189,0x002EC1A9,0x002EC1AD,12,100
49492,777301,"Edson Aparecido",2,189,0x002EC1D6,0x002EC1DA,15,100
49493,8875030,"Vagner",2,189,0x002EC209,0x002EC20D,6,100
49494,304354,"Willians",2,189,0x002EC22A,0x002EC22E,8,100
49495,304805,"Válter José",2,189,0x002EC24F,0x002EC253,11,100
49496,717585,"João Luiz",2,189,0x002EC27A,0x002EC27E,9,100
49497,8833652,"André Francisco",2,189,0x002EC2A1,0x002EC2A5,15,100
49498,8833649,"Alessandro José",2,189,0x002EC2D4,0x002EC2D8,15,100
49499,5375323,"Célio Roberto",2,189,0x002EC307,0x002EC30B,13,100
49500,8825507,"Ilson",2,189,0x002EC336,0x002EC33A,5,100
49501,8825481,"Ado",2,189,0x002EC355,0x002EC359,3,100
49502,8827955,"Alício",2,189,0x002EC370,0x002EC374,6,100
49503,5290976,"Erli",2,189,0x002EC391,0x002EC395,4,100
49504,8829310,"Laílson",2,189,0x002EC3AE,0x002EC3B2,7,100
49505,8829852,"Rafael Luís",2,189,0x002EC3D1,0x002EC3D5,11,100
49506,8830058,"Elson",2,189,0x002EC3FC,0x002EC400,5,100
49507,8833580,"Erinaldo",2,189,0x002EC41B,0x002EC41F,8,100
49508,8833571,"Jonata",2,189,0x002EC440,0x002EC444,6,100
49509,8830272,"Raúl",2,189,0x002EC461,0x002EC465,4,100
49510,8830351,"Marcus Winicius",2,189,0x002EC47E,0x002EC482,15,100
49511,8718046,"Flavio",2,189,0x002EC4B1,0x002EC4B5,6,100
49512,728483,"Felipe José",2,189,0x002EC4D2,0x002EC4D6,11,100
49513,728523,"Djalmir",2,189,0x002EC4FD,0x002EC501,7,100
49514,8833519,"Almir Rogério",2,189,0x002EC520,0x002EC524,13,100
49515,8351472,"Luis",2,189,0x002EC54F,0x002EC553,4,100
49516,8833513,"Adavílson",2,189,0x002EC56C,0x002EC570,9,100
49517,8833489,"Everton Luiz",2,189,0x002EC593,0x002EC597,12,100
49518,8350878,"Cicero",2,189,0x002EC5C0,0x002EC5C4,6,100
49519,729362,"Luís Fábio",2,189,0x002EC5E1,0x002EC5E5,10,100
49520,8833450,"Edimar",2,189,0x002EC60A,0x002EC60E,6,100
49521,8832967,"Sídnei",2,189,0x002EC62B,0x002EC62F,6,100
49522,8832946,"Micael",2,189,0x002EC64C,0x002EC650,6,100
49523,8832928,"Carlos Adriano",2,189,0x002EC66D,0x002EC671,14,100
49524,8832904,"Anderson Marcelo",2,189,0x002EC69E,0x002EC6A2,16,100
49525,5230006,"José Aílton",2,189,0x002EC6D3,0x002EC6D7,11,100
49526,8825061,"Fernando Luiz",2,189,0x002EC6FE,0x002EC702,13,100
49527,8775106,"Délson",2,189,0x002EC72D,0x002EC731,6,100
49528,734630,"Denilson",2,189,0x002EC74E,0x002EC752,8,100
49529,321079,"Armindo",2,189,0x002EC773,0x002EC777,7,100
49530,320979,"Luiz Ricardo",2,189,0x002EC796,0x002EC79A,12,100
49531,320925,"Fábio William",2,189,0x002EC7C3,0x002EC7C7,13,100
49532,320912,"Emerson José",2,189,0x002EC7F2,0x002EC7F6,12,100
49533,320906,"Roque",2,189,0x002EC81F,0x002EC823,5,100
49534,320873,"Marcílio",2,189,0x002EC83E,0x002EC842,8,100
49535,320802,"Nádson",2,189,0x002EC863,0x002EC867,6,100
49536,320785,"José Nilton",2,189,0x002EC884,0x002EC888,11,100
49537,320758,"João Eduardo",2,189,0x002EC8AF,0x002EC8B3,12,100
49538,320648,"Geílson",2,189,0x002EC8DC,0x002EC8E0,7,100
49539,320571,"Carlos Vinícius",2,189,0x002EC8FF,0x002EC903,15,100
49540,320547,"Adalto",2,189,0x002EC932,0x002EC936,6,100
49541,320483,"Edison",2,189,0x002EC953,0x002EC957,6,100
49542,320347,"Leandro João",2,189,0x002EC974,0x002EC978,12,100
49543,320325,"Quintino",2,189,0x002EC9A1,0x002EC9A5,8,100
49544,320235,"Stanley",2,189,0x002EC9C6,0x002EC9CA,7,100
49545,742131,"Germano",2,189,0x002EC9E9,0x002EC9ED,7,100
49546,319746,"Hernandes",2,189,0x002ECA0C,0x002ECA10,9,100
49547,319742,"Breno Alexandre",2,189,0x002ECA33,0x002ECA37,15,100
49548,319664,"Radamés",2,189,0x002ECA66,0x002ECA6A,7,100
49549,743114,"Oziel",2,189,0x002ECA89,0x002ECA8D,5,100
49550,319627,"Cláudio Henrique",2,189,0x002ECAA8,0x002ECAAC,16,100
49551,319595,"Fábio Alexandre",2,189,0x002ECADD,0x002ECAE1,15,100
49552,743373,"Solimar",2,189,0x002ECB10,0x002ECB14,7,100
49553,319289,"Erivan",2,189,0x002ECB33,0x002ECB37,6,100
49554,319270,"Rosinaldo",2,189,0x002ECB54,0x002ECB58,9,100
49555,319251,"Jordan",2,189,0x002ECB7B,0x002ECB7F,6,100
49556,319245,"Elísio",2,189,0x002ECB9C,0x002ECBA0,6,100
49557,319241,"Eusébio",2,189,0x002ECBBD,0x002ECBC1,7,100
49558,319227,"Ilton José",2,189,0x002ECBE0,0x002ECBE4,10,100
49559,319209,"Carlos Michel",2,189,0x002ECC09,0x002ECC0D,13,100
49560,319203,"Nicolau",2,189,0x002ECC38,0x002ECC3C,7,100
49561,318813,"Francisco Marcos",2,189,0x002ECC5B,0x002ECC5F,16,100
49562,318771,"Élder",2,189,0x002ECC90,0x002ECC94,5,100
49563,318715,"Emílson",2,189,0x002ECCAF,0x002ECCB3,7,100
49564,8052251,"Willer",2,189,0x002ECCD2,0x002ECCD6,6,100
49565,318660,"Ronilson",2,189,0x002ECCF3,0x002ECCF7,8,100
49566,318626,"Juscelino",2,189,0x002ECD18,0x002ECD1C,9,100
49567,318618,"Ageu",2,189,0x002ECD3F,0x002ECD43,4,100
49568,318586,"Janair",2,189,0x002ECD5C,0x002ECD60,6,100
49569,318584,"Lino",2,189,0x002ECD7D,0x002ECD81,4,100
49570,318562,"Uilliam",2,189,0x002ECD9A,0x002ECD9E,7,100
49571,318521,"Luiz Otávio",2,189,0x002ECDBD,0x002ECDC1,11,100
49572,318509,"Analdo",2,189,0x002ECDE8,0x002ECDEC,6,100
49573,318494,"Éverton Luiz",2,189,0x002ECE09,0x002ECE0D,12,100
49574,318482,"Ivandro",2,189,0x002ECE36,0x002ECE3A,7,100
49575,318468,"Jânio",2,189,0x002ECE59,0x002ECE5D,5,100
49576,318464,"Gutemberg",2,189,0x002ECE78,0x002ECE7C,9,100
49577,7985259,"Antônio Anderson",2,189,0x002ECE9F,0x002ECEA3,16,100
49578,318461,"Flaviano",2,189,0x002ECED4,0x002ECED8,8,100
49579,318445,"Andresson",2,189,0x002ECEF9,0x002ECEFD,9,100
49580,318378,"Kelson",2,189,0x002ECF20,0x002ECF24,6,100
49581,7980912,"Robson",2,189,0x002ECF41,0x002ECF45,6,100
49582,318313,"Miguel Ângelo",2,189,0x002ECF62,0x002ECF66,13,100
49583,318278,"Miro",2,189,0x002ECF91,0x002ECF95,4,100
49584,854811,"Walker",2,189,0x002ECFAE,0x002ECFB2,6,100
49585,318255,"Fábio César",2,189,0x002ECFCF,0x002ECFD3,11,100
49586,318250,"Aécio",2,189,0x002ECFFA,0x002ECFFE,5,100
49587,318208,"Waldison",2,189,0x002ED019,0x002ED01D,8,100
49588,318187,"Breno",2,189,0x002ED03E,0x002ED042,5,100
49589,318097,"Cícero Paulo",2,189,0x002ED05D,0x002ED061,12,100
49590,318091,"Kennedy",2,189,0x002ED08A,0x002ED08E,7,100
49591,744359,"Marco António",2,189,0x002ED0AD,0x002ED0B1,13,100
49592,318040,"Francinaldo",2,189,0x002ED0DC,0x002ED0E0,11,100
49593,317975,"Abelardo",2,189,0x002ED107,0x002ED10B,8,100
49594,317958,"Xavier",2,189,0x002ED12C,0x002ED130,6,100
49595,317860,"Cleube",2,189,0x002ED14D,0x002ED151,6,100
49596,876717,"Sílvio Antônio",2,189,0x002ED16E,0x002ED172,14,100
49597,317841,"Adão",2,189,0x002ED19F,0x002ED1A3,4,100
49598,317836,"Fernando José",2,189,0x002ED1BC,0x002ED1C0,13,100
49599,317829,"Antônio Márcio",2,189,0x002ED1EB,0x002ED1EF,14,100
49600,317726,"Leandro Paulo",2,189,0x002ED21C,0x002ED220,13,100
49601,9562,"Adelson",2,189,0x002ED24B,0x002ED24F,7,100
49602,317686,"Ivanor",2,189,0x002ED26E,0x002ED272,6,100
49603,894769,"Julio",2,189,0x002ED28F,0x002ED293,5,100
49604,317662,"Pio",2,189,0x002ED2AE,0x002ED2B2,3,100
49605,4207511,"James",2,189,0x002ED2C9,0x002ED2CD,5,100
49606,4100836,"Altamiro",2,189,0x002ED2E8,0x002ED2EC,8,100
49607,902077,"Raul",2,189,0x002ED30D,0x002ED311,4,100
49608,4100715,"Laelson",2,189,0x002ED32A,0x002ED32E,7,100
49609,4100432,"José Rogério",2,189,0x002ED34D,0x002ED351,12,100
49610,4100357,"Alex Fabiano",2,189,0x002ED37A,0x002ED37E,12,100
49611,317608,"José Celso",2,189,0x002ED3A7,0x002ED3AB,10,100
49612,902391,"Valter",2,189,0x002ED3D0,0x002ED3D4,6,100
49613,7745424,"Stefano",2,189,0x002ED3F1,0x002ED3F5,7,100
49614,3902269,"Antônio Rodrigo",2,189,0x002ED414,0x002ED418,15,100
49615,317589,"Antero",2,189,0x002ED447,0x002ED44B,6,100
49616,317588,"Jeferson",2,189,0x002ED468,0x002ED46C,8,100
49617,5660703,"Naílson",2,189,0x002ED48D,0x002ED491,7,100
49618,317573,"Dário",2,189,0x002ED4B0,0x002ED4B4,5,100
