reference_kind,boundary_kind,relative_offset,occurrence_count,distinct_players,flamengo_players,corinthians_players,assessment,player_names
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,182,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-182,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-186,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-186,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,ZERO_RUN_AFTER,192,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,ZERO_RUN_BEFORE,-196,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,ZERO_RUN_AFTER,198,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,210,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-210,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-213,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,213,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-214,1,1,1,0,ISOLATED_BOUNDARY,"Júnior Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,214,1,1,1,0,ISOLATED_BOUNDARY,"Júnior Baiano"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-225,1,1,0,1,ISOLATED_BOUNDARY,"Luciano Ratinho"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,225,1,1,0,1,ISOLATED_BOUNDARY,"Luciano Ratinho"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-228,1,1,0,1,ISOLATED_BOUNDARY,"Marcelo Magalhães"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,228,1,1,0,1,ISOLATED_BOUNDARY,"Marcelo Magalhães"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-229,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,229,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-232,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,232,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,234,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-234,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-236,1,1,0,1,ISOLATED_BOUNDARY,"Alessandro"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,236,1,1,0,1,ISOLATED_BOUNDARY,"Alessandro"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,246,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-246,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,280,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-280,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-324,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,324,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,486,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-486,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,653,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-653,1,1,0,1,ISOLATED_BOUNDARY,"Marcelo Magalhães"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-837,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-1128,1,1,1,0,ISOLATED_BOUNDARY,"André Bahia"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,1162,1,1,1,0,ISOLATED_BOUNDARY,"Fabiano Eller"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1212,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1212,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1473,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1473,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,1509,1,1,1,0,ISOLATED_BOUNDARY,"Júnior Baiano"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-1509,1,1,0,1,ISOLATED_BOUNDARY,"Luciano Ratinho"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1564,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,1564,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1707,1,1,1,0,ISOLATED_BOUNDARY,"Andrezinho"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1707,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1755,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1755,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1925,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1925,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1949,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1949,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,2160,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-2160,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-2219,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,2219,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-2252,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,2252,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-2266,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-2484,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,2484,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,2525,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-2525,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,2677,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-2677,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,3090,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,3325,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-3325,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-3879,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,3879,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-4040,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,4040,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,4107,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-4107,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,4308,1,1,1,0,ISOLATED_BOUNDARY,"Júlio César Moraes"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-4308,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,4327,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-4327,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,4523,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-4523,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,4723,1,1,1,0,ISOLATED_BOUNDARY,"André Bahia"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-4723,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-4851,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,4851,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,4911,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-4911,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,5267,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-5267,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,5969,1,1,1,0,ISOLATED_BOUNDARY,"André Bahia"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-5969,1,1,1,0,ISOLATED_BOUNDARY,"Júnior Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,6335,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-6335,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,6447,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-6447,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-6868,1,1,1,0,ISOLATED_BOUNDARY,"Andrezinho"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,6868,1,1,0,1,ISOLATED_BOUNDARY,"Marcelo Magalhães"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-7557,1,1,1,0,ISOLATED_BOUNDARY,"Fabiano Eller"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,7557,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,7707,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-7707,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-8059,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,8059,1,1,0,1,ISOLATED_BOUNDARY,"Luciano Ratinho"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,8223,1,1,1,0,ISOLATED_BOUNDARY,"Júnior Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-8223,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-8460,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,8460,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,8742,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-8742,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,9093,1,1,1,0,ISOLATED_BOUNDARY,"Andrezinho"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-9093,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-9228,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,9228,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,11306,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-11306,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-11791,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,11791,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,11916,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-11916,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-12542,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,12542,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-12869,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,12869,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-13809,1,1,1,0,ISOLATED_BOUNDARY,"Júlio César Moraes"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,13809,1,1,0,1,ISOLATED_BOUNDARY,"Marcelo Magalhães"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,13860,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-13860,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,14042,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-14042,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-14159,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,14159,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-14550,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,14550,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,16358,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-16358,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-16417,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,16417,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,16620,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-16620,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-17471,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,17471,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-17637,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,17637,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,17743,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-17743,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,18110,1,1,1,0,ISOLATED_BOUNDARY,"Andrezinho"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-18110,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-18119,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,18119,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-18235,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,18235,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,18295,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-18295,1,1,0,1,ISOLATED_BOUNDARY,"Alessandro"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-18578,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,18578,1,1,1,0,ISOLATED_BOUNDARY,"Fabiano Eller"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-18666,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,18666,1,1,0,1,ISOLATED_BOUNDARY,"Alessandro"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,19190,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-19190,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,19466,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-19466,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-19801,1,1,1,0,ISOLATED_BOUNDARY,"Júnior Baiano"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,19801,1,1,0,1,ISOLATED_BOUNDARY,"Luciano Ratinho"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,21370,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-21370,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,21769,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-21769,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-22916,1,1,1,0,ISOLATED_BOUNDARY,"Fabiano Eller"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,22916,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-24728,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,24728,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,24766,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-24766,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,25607,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-25607,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,25773,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-25773,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,26375,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-26375,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,26380,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-26380,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-27137,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-27536,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,27536,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,28380,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-28380,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,28459,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-28459,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,29724,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-29724,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-30135,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,30135,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-30701,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,30701,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,30800,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-30800,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-31115,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,31115,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-31196,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
