club_database_id,save1_full_name,save2_full_name,save1_short_name,save2_short_name,save1_index,save2_index,index_delta,save1_offset,save2_offset,present_save1,present_save2,database_id_stable,save_index_stable,full_name_equivalent,short_name_equivalent,status
862,"Nice","Nice","Nice","Nice",163,307,144,0x0009AAA1,0x000AF288,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
865,"Lyon","Lyon","Lyon","Lyon",164,308,144,0x0009ABB8,0x000AF3BC,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
866,"Marselha","Marselha","Marselha","Marselha",165,309,144,0x0009ACC8,0x000AF4EC,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
868,"St. Germain","St. Germain","St. Germain","St. Germain",166,310,144,0x0009AE0F,0x000AF638,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
871,"Lens","Lens","Lens","Lens",167,311,144,0x0009AF1B,0x000AF737,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
872,"Estrasburgo","Estrasburgo","Estrasburgo","Estrasburgo",168,312,144,0x0009B04B,0x000AF863,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
876,"Bastia","Bastia","Bastia","Bastia",169,313,144,0x0009B12C,0x000AF95B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
884,"Rennes","Rennes","Rennes","Rennes",171,315,144,0x0009B301,0x000AFB33,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
890,"Dila Gori","Dila Gori","Dila","Dila",172,316,144,0x0009B39C,0x000AFBCE,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
892,"Dinamo Tbilisi","Dinamo Tbilisi","D.Tblisi","D.Tblisi",173,318,145,0x0009B46F,0x000AFD60,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
899,"1.FC Nuremberga","1.FC Nuremberga","Nuremberga","Nuremberga",174,321,147,0x0009B576,0x000B004F,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
900,"TSV Alemannia Aachen","TSV Alemannia Aachen","Aachen","Aachen",175,322,147,0x0009B65F,0x000B018E,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
901,"Bayer 04 Leverkusen","Bayer 04 Leverkusen","Leverkusen","Leverkusen",176,323,147,0x0009B7A4,0x000B0314,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
904,"DSC Arminia Bielefeld","DSC Arminia Bielefeld","Bielefeld","Bielefeld",177,324,147,0x0009B89E,0x000B0471,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
905,"VfL Bochum","VfL Bochum","Bochum","Bochum",178,325,147,0x0009B983,0x000B05B9,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
907,"Borussia Dortmund","Borussia Dortmund","Dortmund","Dortmund",179,326,147,0x0009BAB1,0x000B071B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
908,"Borussia Mönchengladbach","Borussia Mönchengladbach","Gladbach","Gladbach",180,327,147,0x0009BBC2,0x000B087E,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
912,"Eintracht Frankfurt","Eintracht Frankfurt","Frankfurt","Frankfurt",181,329,148,0x0009BCA8,0x000B0A5D,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
915,"FC Bayern Munique","FC Bayern Munique","Bayern Munique","Bayern Munique",182,331,149,0x0009BDF9,0x000B0CAE,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
916,"1.FC Köln","1.FC Köln","Colónia","Colónia",183,332,149,0x0009BECF,0x000B0DAF,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
918,"1.FSV Mainz 05","1.FSV Mainz 05","Mainz","Mainz",184,333,149,0x0009BFA2,0x000B0E9C,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
920,"FC Schalke 04","FC Schalke 04","Schalke 04","Schalke 04",185,334,149,0x0009C0F6,0x000B104F,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
921,"Fortuna Düsseldorf","Fortuna Düsseldorf","Düsseldorf","Düsseldorf",186,335,149,0x0009C1D4,0x000B112D,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
927,"Hannover 96","Hannover 96","Hannover 96","Hannover 96",187,336,149,0x0009C2A6,0x000B1269,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
928,"FC Hansa Rostock","FC Hansa Rostock","Rostock","Rostock",188,337,149,0x0009C3A9,0x000B13DF,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
932,"Kickers Offenbach","Kickers Offenbach","Offenbach","Offenbach",189,339,150,0x0009C47B,0x000B15B9,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
942,"FC Carl Zeiss Jena","FC Carl Zeiss Jena","Jena","Jena",190,341,151,0x0009C544,0x000B1777,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
944,"SC Friburgo","SC Friburgo","Friburgo","Friburgo",191,342,151,0x0009C63E,0x000B18D9,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
945,"1.FC Kaiserslautern","1.FC Kaiserslautern","Kaiserslautern","Kaiserslautern",192,343,151,0x0009C74D,0x000B1A30,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
946,"FC St. Pauli","FC St. Pauli","St. Pauli","St. Pauli",193,344,151,0x0009C81D,0x000B1B10,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
947,"Hamburgo SV","Hamburgo SV","Hamburgo","Hamburgo",194,345,151,0x0009C91C,0x000B1C58,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
948,"SV Werder Bremen","SV Werder Bremen","Werder Bremen","Werder Bremen",195,346,151,0x0009CA61,0x000B1DE2,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
949,"1.FC Saarbrücken","1.FC Saarbrücken","Saarbrücken","Saarbrücken",196,347,151,0x0009CB3D,0x000B1ECD,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
955,"TSV Munique 1860","TSV Munique 1860","Munique 1860","Munique 1860",197,348,151,0x0009CC42,0x000B1FD7,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
960,"VFB Estugarda","VFB Estugarda","Estugarda","Estugarda",198,350,152,0x0009CD57,0x000B2219,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
961,"VfL Wolfsburg","VfL Wolfsburg","Wolfsburgo","Wolfsburgo",199,351,152,0x0009CE59,0x000B236F,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
963,"SG Wattenscheid 09","SG Wattenscheid 09","Wattenscheid","Wattenscheid",200,352,152,0x0009CF4B,0x000B2461,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
967,"AEK Atenas","AEK Atenas","AEK","AEK",201,353,152,0x0009D05F,0x000B2595,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
981,"Olympiakos SF Piraeus","Olympiakos SF Piraeus","Olympiakos","Olympiakos",202,357,155,0x0009D1C6,0x000B2A79,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
982,"AS PAOK Salonika","AS PAOK Salonika","PAOK","PAOK",203,358,155,0x0009D2F0,0x000B2BCA,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
983,"Panathinaikos AO","Panathinaikos AO","Panathinaikos","Panathinaikos",204,359,155,0x0009D41C,0x000B2CFE,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
984,"GS Neos Panionios","GS Neos Panionios","Panionios","Panionios",205,360,155,0x0009D51A,0x000B2DFC,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
991,"AZ Alkmaar","AZ Alkmaar","AZ","AZ",206,363,157,0x0009D5C2,0x000B30B4,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
992,"AFC Ajax","AFC Ajax","Ajax","Ajax",207,364,157,0x0009D6E8,0x000B320E,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1000,"De Graafschap","De Graafschap","De Graafschap","De Graafschap",208,365,157,0x0009D7B4,0x000B32CA,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1001,"FC Dordrecht","FC Dordrecht","Dordrecht","Dordrecht",209,366,157,0x0009D86E,0x000B3384,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1007,"FC Groningen","FC Groningen","FC Groningen","FC Groningen",210,367,157,0x0009D93E,0x000B3454,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1009,"FC Twente","FC Twente","FC Twente","FC Twente",211,368,157,0x0009DA21,0x000B3537,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1010,"FC Utreque","FC Utreque","FC Utreque","FC Utreque",212,369,157,0x0009DB08,0x000B3626,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1011,"FC Volendam","FC Volendam","Volendam","Volendam",213,370,157,0x0009DBB6,0x000B36D4,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1013,"Feyenoord","Feyenoord","Feyenoord","Feyenoord",214,371,157,0x0009DCBF,0x000B37F6,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1024,"NAC Breda","NAC Breda","NAC Breda","NAC Breda",215,372,157,0x0009DDB2,0x000B38EB,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1025,"NEC Nijmegen","NEC Nijmegen","NEC","NEC",216,373,157,0x0009DE9E,0x000B39DA,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1028,"PSV Eindhoven","PSV Eindhoven","PSV","PSV",217,374,157,0x0009DF9C,0x000B3B0B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1032,"RKC Waalwijk","RKC Waalwijk","RKC","RKC",219,375,156,0x0009E0F4,0x000B3BB9,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1033,"Roda JC","Roda JC","Roda JC","Roda JC",220,376,156,0x0009E1C7,0x000B3C9C,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1036,"SC Heerenveen","SC Heerenveen","Heerenveen","Heerenveen",221,377,156,0x0009E2B4,0x000B3D89,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1042,"TOP Oss","TOP Oss","TOP","TOP",222,378,156,0x0009E358,0x000B3E2D,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1046,"Vitesse","Vitesse","Vitesse","Vitesse",223,379,156,0x0009E43B,0x000B3F1A,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1052,"Debreceni VSC","Debreceni VSC","Debrecen","Debrecen",224,382,158,0x0009E51C,0x000B41AA,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1055,"Ferencvárosi Torna Club","Ferencvárosi Torna Club","Ferencváros","Ferencváros",225,384,159,0x0009E62F,0x000B4385,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1059,"Budapest Honvéd FC","Budapest Honvéd FC","Honvéd","Honvéd",226,385,159,0x0009E6F7,0x000B4484,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1060,"MTK Budapest FC","MTK Budapest FC","MTK","MTK",227,386,159,0x0009E7DA,0x000B4567,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1062,"Videoton FC Fehérvár","Videoton FC Fehérvár","Videoton","Videoton",228,387,159,0x0009E89A,0x000B462F,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1064,"Újpest FC","Újpest FC","Újpest","Újpest",229,388,159,0x0009E97F,0x000B4724,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1068,"ZTE Football Club","ZTE Football Club","ZTE","ZTE",230,390,160,0x0009EA4E,0x000B48E0,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1070,"Fimleikafélag Hafnarfjarðar","Fimleikafélag Hafnarfjarðar","FH","FH",231,391,160,0x0009EB10,0x000B49C9,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1072,"Íþróttafélag Akraness","Íþróttafélag Akraness","ÍA","ÍA",232,393,161,0x0009EBED,0x000B4B5A,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1076,"Knattspyrnufélag Reykjavíkur","Knattspyrnufélag Reykjavíkur","KR","KR",233,396,163,0x0009ECE0,0x000B4DFC,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1085,"Hapoel Beer-Sheva","Hapoel Beer-Sheva","H. Beer-Sheva","H. Beer-Sheva",234,399,165,0x0009EDC3,0x000B5099,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1090,"Hapoel Tel-Aviv","Hapoel Tel-Aviv","H. Tel-Aviv","H. Tel-Aviv",235,402,167,0x0009EEB5,0x000B5342,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1093,"Maccabi Haifa","Maccabi Haifa","M. Haifa","M. Haifa",236,404,168,0x0009EF96,0x000B5513,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1096,"Maccabi Petach-Tikva","Maccabi Petach-Tikva","Maccabi Petah","Maccabi Petah",237,405,168,0x0009F060,0x000B55FC,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1097,"Maccabi Tel-Aviv","Maccabi Tel-Aviv","M. Tel-Aviv","M. Tel-Aviv",238,406,168,0x0009F15C,0x000B5727,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1099,"AC Milão","AC Milão","Milão","Milão",239,407,168,0x0009F2E5,0x000B58B3,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1100,"AS Roma","AS Roma","Roma","Roma",240,408,168,0x0009F419,0x000B5A01,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1105,"Ascoli","Ascoli","Ascoli","Ascoli",241,409,168,0x0009F4D8,0x000B5AC0,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1106,"Atalanta","Atalanta","Atalanta","Atalanta",242,410,168,0x0009F5DF,0x000B5BC7,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1111,"Bolonha","Bolonha","Bolonha","Bolonha",243,411,168,0x0009F6DB,0x000B5CCB,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1113,"Brescia","Brescia","Brescia","Brescia",244,412,168,0x0009F7B7,0x000B5DA7,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1114,"Cagliari","Cagliari","Cagliari","Cagliari",245,413,168,0x0009F87E,0x000B5E76,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1119,"Catanzaro","Catanzaro","Catanzaro","Catanzaro",246,414,168,0x0009F951,0x000B5F41,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1120,"Cesena","Cesena","Cesena","Cesena",247,415,168,0x0009FA10,0x000B5FF8,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1122,"Chievo Verona","Chievo Verona","Chievo","Chievo",248,416,168,0x0009FB27,0x000B6111,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1129,"Fiorentina","Fiorentina","Fiorentina","Fiorentina",249,417,168,0x0009FC3F,0x000B624D,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1132,"Génova 1893","Génova 1893","Génova","Génova",250,418,168,0x0009FD18,0x000B631E,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1135,"Internazionale de Milão","Internazionale de Milão","Inter","Inter",251,419,168,0x0009FE9F,0x000B649A,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1139,"Juventus","Juventus","Juventus","Juventus",252,420,168,0x000A0052,0x000B664A,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1140,"Lázio","Lázio","Lázio","Lázio",253,421,168,0x000A01C5,0x000B67D8,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1141,"Lecce","Lecce","Lecce","Lecce",254,422,168,0x000A0299,0x000B68C9,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1147,"Modena","Modena","Modena","Modena",255,423,168,0x000A0380,0x000B69B8,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1150,"Nápoles","Nápoles","Nápoles","Nápoles",256,424,168,0x000A045B,0x000B6A9B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1156,"Parma","Parma","Parma","Parma",257,425,168,0x000A0553,0x000B6BC1,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1157,"Perugia","Perugia","Perugia","Perugia",258,426,168,0x000A0645,0x000B6CB3,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1165,"Reggina","Reggina","Reggina","Reggina",260,428,168,0x000A07C3,0x000B6E44,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1167,"Sampdória","Sampdória","Sampdória","Sampdória",261,429,168,0x000A08A0,0x000B6F21,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1170,"Siena","Siena","Siena","Siena",262,430,168,0x000A0964,0x000B6FDD,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1174,"Turim","Turim","Turim","Turim",263,431,168,0x000A0A1F,0x000B7098,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1178,"Udinese","Udinese","Udinese","Udinese",264,432,168,0x000A0B20,0x000B71A8,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1181,"Vicenza","Vicenza","Vicenza","Vicenza",265,433,168,0x000A0BE3,0x000B727B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1184,"Tsuno Shadows","Tsuno Shadows","Tsuno Shadows","Tsuno Shadows",266,434,168,0x000A0CA7,0x000B733F,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1188,"Neriwa Gabe","Neriwa Gabe","Neriwa Gabe","Neriwa Gabe",267,435,168,0x000A0D6B,0x000B7403,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1189,"Sfida Oshiwa F.C.","Sfida Oshiwa F.C.","Sfida Oshiwa F.C.","Sfida Oshiwa F.C.",268,436,168,0x000A0E57,0x000B74EF,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1191,"Kashiba Stolz","Kashiba Stolz","Kashiba Stolz","Kashiba Stolz",269,437,168,0x000A0F13,0x000B75AB,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1194,"FC Tokunyawa","FC Tokunyawa","FC Tokunyawa","FC Tokunyawa",270,438,168,0x000A0FD3,0x000B766B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1196,"Uto Gun Gluck","Uto Gun Gluck","Uto Gun Gluck","Uto Gun Gluck",271,439,168,0x000A109F,0x000B7737,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1197,"Yokohama Flugels","Yokohama Flugels","Flugels","Flugels",272,440,168,0x000A115D,0x000B77F5,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1198,"Matsumoto Giurare","Matsumoto Giurare","Matsumoto Giurare","Matsumoto Giurare",273,441,168,0x000A1239,0x000B78D1,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1204,"FK Skonto Riga","FK Skonto Riga","Skonto","Skonto",274,442,168,0x000A1338,0x000B79E0,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1211,"FK Ekranas","FK Ekranas","Ekranas","Ekranas",275,447,172,0x000A1421,0x000B7D83,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1212,"Kaunas","Kaunas","","",276,448,172,0x000A14FA,0x000B7E64,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1218,"FK Zalgiris","FK Zalgiris","Zalgiris","Zalgiris",277,449,172,0x000A15DF,0x000B7F59,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1222,"CS Grevenmacher","CS Grevenmacher","Grevenmacher","Grevenmacher",278,452,174,0x000A16BC,0x000B81CD,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1224,"F91 Dudelange","F91 Dudelange","Dudelange","Dudelange",279,454,175,0x000A178F,0x000B8352,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1226,"AS La Jeunesse d'Esch-Alzette","AS La Jeunesse d'Esch-Alzette","Jeunesse Esch","Jeunesse Esch",280,456,176,0x000A188A,0x000B84FD,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1236,"FK Pobeda Prilep","FK Pobeda Prilep","Pobeda","Pobeda",281,461,180,0x000A197D,0x000B88D4,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1237,"FC Sileks Kratovo","FC Sileks Kratovo","Sileks","Sileks",282,462,180,0x000A1A59,0x000B89B8,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1238,"FK Sloga Jugomagnat Skopje","FK Sloga Jugomagnat Skopje","Sloga Jugomagnat","Sloga Jugomagnat",283,463,180,0x000A1B73,0x000B8ADA,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1239,"FK Vardar Skopje","FK Vardar Skopje","Vardar","Vardar",284,464,180,0x000A1C46,0x000B8BAD,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1240,"Birkirkara","Birkirkara","Birkirkara","Birkirkara",285,465,180,0x000A1D1D,0x000B8C94,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1243,"Hibernians","Hibernians","Hibernians","Hibernians",286,468,182,0x000A1DEC,0x000B8EEF,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1247,"Sliema Wanderers","Sliema Wanderers","Sliema Wanderers","Sliema Wanderers",287,472,185,0x000A1ED3,0x000B920C,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1253,"Club de Fútbol América","Club de Fútbol América","América (MEX)","América (MEX)",288,474,186,0x000A1FF7,0x000B9414,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1254,"Club Deportivo Cruz Azul","Club Deportivo Cruz Azul","Cruz Azul","Cruz Azul",289,475,186,0x000A212F,0x000B9559,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1255,"Club Guadalajara","Club Guadalajara","Chivas","Chivas",290,476,186,0x000A221A,0x000B9646,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1257,"Club de Fútbol Monterrey","Club de Fútbol Monterrey","Monterrey","Monterrey",291,477,186,0x000A2313,0x000B9731,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1258,"Club Deportivo Necaxa","Club Deportivo Necaxa","Necaxa","Necaxa",292,478,186,0x000A23F8,0x000B9816,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1259,"Club Deportivo León","Club Deportivo León","León","León",293,479,186,0x000A24AE,0x000B98CC,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1260,"Club de Fútbol Universidad","Club de Fútbol Universidad","Pumas","Pumas",294,480,186,0x000A25C6,0x000B99EF,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1264,"Nistru Otaci","Nistru Otaci","Nistru Otaci","Nistru Otaci",295,481,186,0x000A269D,0x000B9ACE,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1267,"Tiligul-Tiras Tiraspol","Tiligul-Tiras Tiraspol","Tiligul","Tiligul",296,483,187,0x000A276F,0x000B9C8B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1268,"Zimbru Chisinau","Zimbru Chisinau","Zimbru","Zimbru",297,484,187,0x000A284F,0x000B9D6B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1274,"Ballymena United","Ballymena United","Ballymena Utd","Ballymena Utd",298,485,187,0x000A291C,0x000B9E48,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1282,"Glentoran","Glentoran","Glentoran","Glentoran",299,492,193,0x000A2A02,0x000BA42A,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1284,"Linfield","Linfield","Linfield","Linfield",300,493,193,0x000A2AE4,0x000BA524,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1288,"Portadown","Portadown","Portadown","Portadown",301,494,193,0x000A2BC6,0x000BA61E,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1293,"FK Bodø-Glimt","FK Bodø-Glimt","","",302,495,193,0x000A2C9F,0x000BA702,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1341,"Lillestrøm SK","Lillestrøm SK","Lillestrøm","Lillestrøm",303,497,194,0x000A2D87,0x000BA8B7,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1344,"FC Lyn Oslo","FC Lyn Oslo","Lyn","Lyn",304,498,194,0x000A2E76,0x000BA9BA,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1353,"Molde FK","Molde FK","Molde","Molde",305,499,194,0x000A2F5A,0x000BAAB0,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1365,"Odd Grenland","Odd Grenland","Odd Grenland","Odd Grenland",306,500,194,0x000A3035,0x000BAB8B,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1376,"Rosenborg BK","Rosenborg BK","Rosenborg","Rosenborg",307,501,194,0x000A311A,0x000BAC70,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1396,"Stabæk IF","Stabæk IF","Stabæk","Stabæk",308,503,195,0x000A320B,0x000BAE48,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1422,"Viking FK","Viking FK","Viking","Viking",309,505,196,0x000A32D4,0x000BAFCA,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1426,"Vålerenga Fotball","Vålerenga Fotball","Vålerenga","Vålerenga",310,506,196,0x000A33E3,0x000BB0E1,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1445,"C Cerro Porteño","C Cerro Porteño","Cerro Porteño","Cerro Porteño",311,507,196,0x000A34B5,0x000BB1B7,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1449,"C Sporting Cristal","C Sporting Cristal","Sp.Cristal","Sp.Cristal",313,508,195,0x000A3668,0x000BB28D,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1450,"C Universitario D","C Universitario D","Universitario","Universitario",314,509,195,0x000A3743,0x000BB363,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1452,"Gornik Zabrze","Gornik Zabrze","Gornik Zabrze","Gornik Zabrze",315,510,195,0x000A382E,0x000BB44E,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1455,"Lech Poznan","Lech Poznan","Lech","Lech",316,511,195,0x000A38FB,0x000BB523,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
1456,"Legia-Daewoo Varsóvia","Legia-Daewoo Varsóvia","Légia","Légia",317,512,195,0x000A39F5,0x000BB625,True,True,True,False,True,True,ID_ESTAVEL_INDICE_ALTERADO
