club_record_index,club_id,header_offset,field1,field2,field3,full_name,short_name,name_offset,name_distance,score,confidence
295,1264,0x000A269D,157,255,255,"Nistru Otaci","Nistru Otaci",665147,38,105,HIGH
296,1267,0x000A276F,157,255,255,"Tiligul-Tiras Tiraspol","Tiligul",665331,54,105,HIGH
297,1268,0x000A284F,159,255,255,"Zimbru Chisinau","Zimbru",665572,53,105,HIGH
298,1274,0x000A291C,159,255,255,"Ballymena United","Ballymena Utd",665765,49,105,HIGH
299,1282,0x000A2A02,159,255,255,"Glentoran","Glentoran",666001,65,105,HIGH
300,1284,0x000A2AE4,159,255,255,"Linfield","Linfield",666231,65,105,HIGH
301,1288,0x000A2BC6,160,255,255,"Portadown","Portadown",666457,61,105,HIGH
302,1293,0x000A2C9F,160,255,255,"FK Bodø-Glimt","",666683,68,105,HIGH
303,1341,0x000A2D87,160,255,255,"Lillestrøm SK","Lillestrøm",666900,57,105,HIGH
304,1344,0x000A2E76,160,255,255,"FC Lyn Oslo","Lyn",667132,82,105,HIGH
305,1353,0x000A2F5A,160,255,255,"Molde FK","Molde",667371,73,105,HIGH
306,1365,0x000A3035,160,255,255,"Odd Grenland","Odd Grenland",667599,42,105,HIGH
307,1376,0x000A311A,160,255,255,"Rosenborg BK","Rosenborg",667818,58,105,HIGH
308,1396,0x000A320B,160,255,255,"Stabæk IF","Stabæk",668047,82,105,HIGH
309,1422,0x000A32D4,160,255,255,"Viking FK","Viking",668288,42,105,HIGH
310,1426,0x000A33E3,193,255,255,"Vålerenga Fotball","Vålerenga",668489,90,105,HIGH
311,1445,0x000A34B5,194,255,255,"C Cerro Porteño","Cerro Porteño",668739,46,105,HIGH
312,1446,0x000A358D,194,255,255,"C Deportivo Municipal","Deportivo Municipal",668939,38,105,HIGH
313,1449,0x000A3668,194,255,255,"C Sporting Cristal","Sp.Cristal",669170,50,105,HIGH
314,1450,0x000A3743,161,255,255,"C Universitario D","Universitario",669389,46,105,HIGH
315,1452,0x000A382E,161,255,255,"Gornik Zabrze","Gornik Zabrze",669593,85,105,HIGH
316,1455,0x000A38FB,161,255,255,"Lech Poznan","Lech",669859,46,105,HIGH
317,1456,0x000A39F5,162,255,255,"Legia-Daewoo Varsóvia","Légia",670064,69,105,HIGH
318,1471,0x000A3B1C,162,255,255,"Boavista Futebol Clube","Boavista",670319,101,105,HIGH
319,1474,0x000A3C10,162,255,255,"C.F. Os Belenenses","Belenenses",670583,85,105,HIGH
320,1475,0x000A3CFE,162,255,255,"Clube Futebol União Madeira","U. Madeira",670827,61,105,HIGH
321,1476,0x000A3E0D,162,255,255,"Clube Sport Marítimo","Marítimo",671096,81,105,HIGH
322,1477,0x000A3EE3,162,255,255,"Penafiel","XȀ䡀",671392,33,105,HIGH
323,1478,0x000A4004,162,255,255,"Futebol Clube do Porto","Porto",671601,81,105,HIGH
324,1481,0x000A40E8,162,255,255,"Gil Vicente Futebol Clube","Gil Vicente",671839,53,105,HIGH
325,1487,0x000A4211,162,255,255,"Sport Lisboa e Benfica","Benfica",672106,97,105,HIGH
326,1488,0x000A4301,162,255,255,"Sporting Clube de Braga","Braga",672364,81,105,HIGH
327,1489,0x000A4426,162,255,255,"Sporting Clube de Portugal","Sporting CP",672635,85,105,HIGH
328,1493,0x000A4521,162,255,255,"União Desportiva de Leiria","Leiria",672928,53,105,HIGH
329,1494,0x000A461D,162,255,255,"Vitória Sport Club","Vit. Guimarães",673148,85,105,HIGH
330,1495,0x000A4722,164,255,255,"Vitória Futebol Clube","Vit. Setúbal",673431,61,105,HIGH
331,1500,0x000A4828,164,255,255,"Dínamo Bucareste","Din.Bucareste",673704,58,105,HIGH
332,1507,0x000A4906,164,255,255,"FC Gloria 1922 Bistrita","Gloria",673923,61,105,HIGH
333,1508,0x000A49D6,164,255,255,"FC Otelul Galati","Otelul",674145,61,105,HIGH
334,1513,0x000A4ACC,165,255,255,"Steaua Bucareste","Steaua",674379,73,105,HIGH
335,1518,0x000A4C45,165,255,255,"CSKA Moscovo","CSKA Moscovo",674635,190,105,HIGH
336,1520,0x000A4D83,165,255,255,"Dinamo Moscovo","Din.Moscovo",675016,125,105,HIGH
337,1523,0x000A4EAA,165,255,255,"Krylja Sovetov Samara","Krylja Sovetov",675299,117,105,HIGH
338,1525,0x000A5016,165,255,255,"Lokomotiv Moscovo","Lokomotiv Moscovo",675625,157,105,HIGH
339,1527,0x000A5129,165,255,255,"SC Rotor Volgograd","Rotor",675958,121,105,HIGH
340,1529,0x000A52AD,165,255,255,"Spartak Moscovo","Spartak Moscovo",676264,189,105,HIGH
341,1530,0x000A53A1,165,255,255,"Alania Vladikavkaz","Alania",676652,57,105,HIGH
342,1532,0x000A5484,78,255,255,"Torpedo Moscovo","Torpedo Moscovo",676855,69,105,HIGH
343,1535,0x000A5568,167,255,255,"Al Shabab (KSA)","Al Shabab (KSA)",677082,70,105,HIGH
344,1536,0x000A5667,167,255,255,"Aberdeen","Aberdeen",677341,94,105,HIGH
345,1556,0x000A5744,167,255,255,"Dundee United","Dundee Utd",677565,77,105,HIGH
346,1557,0x000A5829,167,255,255,"Dunfermline Athletic","Dunfermline",677786,69,105,HIGH
347,1569,0x000A5937,167,255,255,"Celtic","Celtic",678054,109,105,HIGH
348,1570,0x000A5A47,167,255,255,"Rangers FC","Rangers",678316,109,105,HIGH
349,1573,0x000A5B58,167,255,255,"Heart Of Midlothian","Hearts",678588,94,105,HIGH
350,1575,0x000A5C39,79,255,255,"Hibernian","Hibs",678861,70,105,HIGH
351,1605,0x000A5D02,79,255,255,"Geylang United","Geylang Utd",679055,53,105,HIGH
352,1606,0x000A5DB8,168,255,255,"Home United","Home Utd",679256,46,105,HIGH
353,1615,0x000A5EAE,168,255,255,"Dukla Banska Bystrica","Banska Bystrica",679469,45,105,HIGH
354,1620,0x000A5F75,168,255,255,"MSK Zilina","Zilina",679715,38,105,HIGH
355,1622,0x000A607C,168,255,255,"Slovan Bratislava","Slovan Bratislava",679914,66,105,HIGH
356,1623,0x000A6162,169,255,255,"Spartak Trnava","Trnava",680177,61,105,HIGH
357,1627,0x000A622F,169,255,255,"NK Gorica","Gorica",680407,46,105,HIGH
358,1629,0x000A6308,169,255,255,"NK Maribor","Maribor",680612,54,105,HIGH
359,1636,0x000A63E4,169,255,255,"NK Primorje","Primorje",680829,53,105,HIGH
360,1637,0x000A64D1,169,255,255,"NK CMC Publikum","Publikum",681049,62,105,HIGH
361,1639,0x000A65AE,40,255,255,"NK Olimpija","Olimpija",681286,54,105,HIGH
362,1642,0x000A6684,40,255,255,"Ajax Cape Town","Ajax CT",681481,69,105,HIGH
363,1643,0x000A677C,40,255,255,"Kaizer Chiefs","Kaizer Chiefs",681695,93,105,HIGH
364,1644,0x000A685A,40,255,255,"Mamelodi Sundowns","Sundowns",681943,69,105,HIGH
365,1645,0x000A693B,40,255,255,"Orlando Pirates","Orlando Pirates",682165,62,105,HIGH
366,1646,0x000A6A1E,170,255,255,"Supersport United","Supersport Utd",682390,62,105,HIGH
367,1660,0x000A6B19,170,255,255,"Albacete Balompié S.A.D.","Albacete",682627,74,105,HIGH
368,1661,0x000A6C00,170,255,255,"U.D. Almería S.A.D.","Almería",682878,66,105,HIGH
369,1664,0x000A6CFF,170,255,255,"Athletic Club","Athletic Club",683094,105,105,HIGH
370,1680,0x000A6DD3,170,255,255,"C.D. Tenerife S.A.D.","Tenerife",683349,58,105,HIGH
371,1682,0x000A6EA0,170,255,255,"Cádiz","",683618,46,105,HIGH
372,1685,0x000A6FA3,170,255,255,"Club Atlético Osasuna","Osasuna",683805,66,105,HIGH
373,1687,0x000A70F0,170,255,255,"Club Atlético de Madrid S.A.D.","At. Madrid",684083,97,105,HIGH
374,1688,0x000A71EA,170,255,255,"D. Alavés S.A.D.","Alavés",684389,77,105,HIGH
375,1699,0x000A72BD,170,255,255,"C.D. Numancia S.A.D.","Numancia",684623,42,105,HIGH
376,1704,0x000A737F,170,255,255,"Córdoba","",684865,42,105,HIGH
377,1705,0x000A74EE,170,255,255,"R.C. Deportivo de La Coruña S.A.D.","Deportivo",685099,97,105,HIGH
378,1707,0x000A75B0,170,255,255,"Elche","",685422,50,105,HIGH
379,1708,0x000A771B,170,255,255,"F.C. Barcelona","Barcelona",685660,133,105,HIGH
380,1710,0x000A77D5,170,255,255,"Getafe","",685981,38,105,HIGH
381,1717,0x000A78B7,170,255,255,"Levante","",686169,74,105,HIGH
382,1724,0x000A79CF,170,255,255,"Real Club Celta de Vigo S.A.D.","Celta",686395,66,105,HIGH
383,1725,0x000A7AE7,170,255,255,"R.C.D. Espanyol de Barcelona S.A.D.","Espanyol",686660,65,105,HIGH
384,1726,0x000A7C09,170,255,255,"R.C.D. Mallorca S.A.D.","Mallorca",686976,65,105,HIGH
385,1728,0x000A7D06,170,255,255,"Real Racing Club S.A.D.","Racing",687214,82,105,HIGH
386,1729,0x000A7E1C,170,255,255,"Rayo Vallecano de Madrid SAD","Rayo Vallecano",687483,65,105,HIGH
387,1733,0x000A7F3C,170,255,255,"Real Betis Balompié S.A.D.","Betis",687792,66,105,HIGH
388,1736,0x000A807B,170,255,255,"Real Madrid C.F.","R. Madrid",688088,101,105,HIGH
389,1739,0x000A814B,170,255,255,"Murcia","",688391,50,105,HIGH
390,1742,0x000A8273,170,255,255,"Real Sociedad S.A.D.","R. Sociedad",688584,97,105,HIGH
391,1744,0x000A835F,170,255,255,"Real Sporting de Gijón S.A.D","Sporting",688841,66,105,HIGH
392,1747,0x000A843A,170,255,255,"Real Valladolid S.A.D.","Valladolid",689077,57,105,HIGH
393,1749,0x000A8567,170,255,255,"Real Zaragoza S.A.D.","Zaragoza",689354,89,105,HIGH
394,1751,0x000A865F,170,255,255,"R.C. Recreativo de Huelva S.A.D.","Recreativo",689597,66,105,HIGH
395,1753,0x000A871F,170,255,255,"S.D. Eibar S.A.D.","Eibar",689845,50,105,HIGH
396,1759,0x000A8808,170,255,255,"Sevilla","",690098,66,105,HIGH
397,1768,0x000A88E0,170,255,255,"U.D. Salamanca S.A.D.","Salamanca",690270,58,105,HIGH
398,1769,0x000A89AF,170,255,255,"U.E. Lleida S.A.D.","Lleida",690486,61,105,HIGH
399,1772,0x000A8A85,170,255,255,"U.D. Las Palmas SAD","Las Palmas",690693,58,105,HIGH
400,1775,0x000A8BF8,170,255,255,"Valencia","",691037,133,105,HIGH
401,1777,0x000A8D1C,171,255,255,"Villarreal","",691392,66,105,HIGH
402,1787,0x000A8E03,171,255,255,"Djurgårdens IF","Djurgården",691601,54,105,HIGH
403,1796,0x000A8ED7,171,255,255,"Halmstad BK","Halmstad",691832,45,105,HIGH
404,1797,0x000A8FBF,171,255,255,"Hammarby IF","Hammarby",692044,65,105,HIGH
405,1802,0x000A909C,171,255,255,"IF Elfsborg","Elfsborg",692276,54,105,HIGH
406,1803,0x000A919A,171,255,255,"IFK Gotemburgo","IFK Gotemburgo",692497,69,105,HIGH
407,1806,0x000A9280,171,255,255,"IFK Norrköping","Norrköping",692751,53,105,HIGH
408,1809,0x000A932C,171,255,255,"Kalmar FF","Kalmar FF",692950,38,105,HIGH
409,1816,0x000A9402,171,255,255,"Malmö FF","Malmö FF",693153,53,105,HIGH
410,1842,0x000A94B4,171,255,255,"Örebro SK","Örebro",693336,50,105,HIGH
411,1843,0x000A959E,171,255,255,"Örgryte IS","Örgryte",693555,61,105,HIGH
412,1844,0x000A964A,172,255,255,"Östers IF","Öster",693748,46,105,HIGH
413,1847,0x000A9745,172,255,255,"BSC Young Boys","Young Boys",693951,74,105,HIGH
414,1848,0x000A97FB,172,255,255,"FC Aarau","Aarau",694171,58,105,HIGH
415,1849,0x000A98F0,172,255,255,"FC Basel","Basel",694384,90,105,HIGH
416,1854,0x000A99D1,172,255,255,"FC Zürich","Zurich",694629,66,105,HIGH
417,1855,0x000A9AD0,172,255,255,"Grasshopper-Club Zürich","Grasshopper",694854,58,105,HIGH
418,1858,0x000A9BEC,4294967295,255,255,"Servette de Genève Football SA","Servette FC",695109,73,105,HIGH
419,1860,0x000A9C9C,173,255,255,"Thai Farmers Bank","TFB",695362,38,105,HIGH
420,1866,0x000A9DAF,173,255,255,"Besiktas JK","Besiktas",695592,85,105,HIGH
421,1870,0x000A9ED2,173,255,255,"Fenerbahçe SK","Fenerbahçe",695859,101,105,HIGH
422,1871,0x000A9FE1,173,255,255,"Galatasaray SK","Galatasaray",696150,77,105,HIGH
423,1873,0x000AA0B8,173,255,255,"Gençlerbirligi","G. Birligi",696406,38,105,HIGH
424,1875,0x000AA16C,173,255,255,"Kayserispor","Kayserispor",696590,38,105,HIGH
425,1878,0x000AA22C,173,255,255,"Samsunspor","Samsunspor",696770,54,105,HIGH
426,1879,0x000AA336,174,255,255,"Trabzonspor","Trabzonspor",696993,93,105,HIGH
427,1885,0x000AA445,174,255,255,"Dinamo Kiev","D. Kiev",697271,94,105,HIGH
428,1886,0x000AA54D,174,255,255,"Dnipro Dnipropetrovsk","Dnipro",697530,81,105,HIGH
429,1890,0x000AA63C,174,255,255,"Metalurg Zaporizhzhya","Metalurg Zaporizhzhya",697763,57,105,HIGH
430,1895,0x000AA757,174,255,255,"Shakhtar Donetsk","Shakhtar",698045,94,105,HIGH
431,1896,0x000AA80D,120,255,255,"Tavria Simferopol","Tavria",698285,38,105,HIGH
432,1903,0x000AA8EB,120,255,255,"Colorado Rapids","Colorado",698491,54,105,HIGH
433,1904,0x000AA9DD,120,255,255,"Columbus Crew","Columbus",698713,78,105,HIGH
434,1905,0x000AAAC1,120,255,255,"FC Dallas","FC Dallas",698955,70,105,HIGH
435,1906,0x000AABC3,120,255,255,"Kansas City Wizards","Kansas City",699189,70,105,HIGH
436,1907,0x000AACC3,120,255,255,"Los Angeles Galaxy","Los Angeles",699447,70,105,HIGH
437,1908,0x000AADBD,120,255,255,"MetroStars","MetroStars",699715,70,105,HIGH
438,1909,0x000AAECB,120,255,255,"New England Revolution","New England",699959,70,105,HIGH
439,1913,0x000AAFBD,195,255,255,"DC United","DC United",700223,78,105,HIGH
440,1915,0x000AB086,195,255,255,"CA Bella Vista","Bella Vista",700435,53,105,HIGH
441,1916,0x000AB14C,195,255,255,"Central Espanhol","Central Español",700636,38,105,HIGH
442,1917,0x000AB1EE,195,255,255,"CA Cerro","Cerro",700834,38,105,HIGH
443,1918,0x000AB298,195,255,255,"Danubio FC","Danubio",700996,38,105,HIGH
444,1919,0x000AB378,195,255,255,"Defensor Sporting C","Defensor Sporting",701166,54,105,HIGH
445,1920,0x000AB43D,195,255,255,"Liverpool (URU)","",701420,45,105,HIGH
446,1921,0x000AB51B,195,255,255,"C Nacional F","Nacional",701602,69,105,HIGH
447,1922,0x000AB5D7,195,255,255,"Peñarol","Peñarol",701809,62,105,HIGH
448,1925,0x000AB6BB,175,255,255,"River Plate (URU)","",702046,53,105,HIGH
449,1927,0x000AB779,175,255,255,"Aberystwyth Town","Aberystwyth",702225,38,105,HIGH
450,1940,0x000AB86C,175,255,255,"Total Network Solutions","TNS",702446,62,105,HIGH
451,1945,0x000AB90C,176,255,255,"Rhyl","Rhyl",702658,46,105,HIGH
452,1951,0x000AB9F7,176,255,255,"OFK Belgrado","OFK Belgrado",702838,69,105,HIGH
453,1952,0x000ABB47,176,255,255,"Partizan Belgrado","Partizan",703104,137,105,HIGH
454,1955,0x000ABC73,143,255,255,"Red Star Belgrado","Estrela Vermelha",703440,85,105,HIGH
455,2009,0x000ABD67,143,255,255,"Sochaux","Sochaux",703730,77,105,HIGH
456,2047,0x000ABE2C,170,255,255,"Reims","Reims",703943,69,105,HIGH
457,2093,0x000ABF07,170,255,255,"Cultural Leonesa","Cultural",704130,73,105,HIGH
458,2096,0x000AC00B,150,255,255,"Málaga","",704439,66,105,HIGH
459,2193,0x000AC0E6,150,255,255,"Catania","Catania",704609,93,105,HIGH
460,2194,0x000AC1C3,150,255,255,"Città di Palermo","Palermo",704828,77,105,HIGH
461,2201,0x000AC2A0,150,255,255,"Hellas Verona","Verona",705049,85,105,HIGH
462,2206,0x000AC35A,150,255,255,"Livorno","Livorno",705285,45,105,HIGH
463,2227,0x000AC43C,145,255,255,"Ternana","Ternana",705471,85,105,HIGH
464,2233,0x000AC500,145,255,255,"1.FC Magdeburg","Magdeburg",705692,42,105,HIGH
465,2237,0x000AC602,145,255,255,"TSV Eintracht Braunschweig","Braunschweig",705888,74,105,HIGH
466,2247,0x000AC6F5,158,255,255,"Hertha BSC Berlin","Hertha",706177,58,105,HIGH
467,2378,0x000AC77F,162,255,255,"VVOG","VVOG",706379,24,105,HIGH
468,2389,0x000AC86F,162,255,255,"Moreirense Futebol Clube","Moreirense",706522,69,105,HIGH
469,2393,0x000AC95C,162,255,255,"Associação Académica de Coimbra","Académica",706762,54,105,HIGH
470,2415,0x000ACA40,162,255,255,"Associação Naval 1º de Maio","Naval",706999,61,105,HIGH
471,2433,0x000ACB5C,162,255,255,"Clube Desportivo Nacional","Nacional da Madeira",707251,69,105,HIGH
472,2436,0x000ACC54,162,255,255,"Clube Desportivo Olivais e Moscavide","O. Moscavide",707515,45,105,HIGH
473,2445,0x000ACD2A,109,255,255,"Sporting Clube Olhanense","Olhanense",707759,45,105,HIGH
474,102355,0x000ACE0D,109,255,255,"Deportivo Toluca","Toluca",707983,70,105,HIGH
475,102356,0x000ACEEF,4294967295,255,255,"Club de Fútbol Atlante","Atlante",708195,70,105,HIGH
476,102357,0x000ACFAD,106,255,255,"Atlético Espanhol","Atlético Espanhol",708421,24,105,HIGH
477,102358,0x000AD085,106,255,255,"Racing Club Haitien","Racing Club (HAI)",708611,46,105,HIGH
478,102359,0x000AD151,102,255,255,"Violette Athletic Club","Violette",708827,46,105,HIGH
479,102360,0x000AD21B,102,255,255,"Alianza FC (SLV)","Alianza (SLV)",709031,46,105,HIGH
480,102361,0x000AD2C1,102,255,255,"CD Aguila","Aguila",709233,38,105,HIGH
481,102362,0x000AD38F,102,255,255,"CD Atlético Marte","Atlético Marte",709399,46,105,HIGH
482,102363,0x000AD45D,104,255,255,"CD Municipal Limeño","Municipal Limeño",709605,38,105,HIGH
483,102364,0x000AD52D,104,255,255,"CSD Comunicaciones","Comunicaciones",709811,46,105,HIGH
484,102365,0x000AD5F5,99,255,255,"Municipal (GUA)","",710051,46,105,HIGH
485,102366,0x000AD6AF,99,255,255,"CS Cartaginés D","Cartaginés",710219,38,105,HIGH
486,102367,0x000AD75D,110,255,255,"CD Saprissa","Saprissa",710405,38,105,HIGH
487,102368,0x000AD825,107,255,255,"CRKSV Jong Colombia","Jong Colombia",710579,38,105,HIGH
488,102369,0x000AD8EB,117,255,255,"Olimpia (HON)","",710805,54,105,HIGH
489,102370,0x000AD99D,117,255,255,"SV Transvaal","Transvaal",710977,38,105,HIGH
490,102371,0x000ADA4F,119,255,255,"SV Robinhood","Robinhood",711155,38,105,HIGH
491,102372,0x000ADB11,119,255,255,"Defence Force FC","Defence Force",711333,38,105,HIGH
492,102373,0x000ADBC8,107,255,255,"Police FC (TRI)","Police (TRI)",711527,31,105,HIGH
493,102374,0x000ADCC2,100,255,255,"Universidad NA de Honduras","Universidad de Honduras",711710,54,105,HIGH
494,102375,0x000ADD84,109,255,255,"FC Piñar del Río","Piñar del Río",711960,38,105,HIGH
495,102390,0x000ADE55,187,255,255,"Club Tecos de la UAG","Tecos",712154,61,105,HIGH
496,102487,0x000ADF1D,187,255,255,"Quilmes","Quilmes",712368,69,105,HIGH
497,102489,0x000ADFE7,189,255,255,"Talleres de Córdoba","Talleres",712568,45,105,HIGH
498,102555,0x000AE2AC,60,255,255,"Goiás EC","Goiás",713264,86,135,HIGH
499,102849,0x000AE378,78,255,255,"Al Shorta (IRQ)","Al Shorta (IRQ)",713474,46,105,HIGH
500,102850,0x000AE454,4294967295,255,255,"Al Ahli (KSA)","Al Ahli (KSA)",713678,70,105,HIGH
501,102851,0x000AE4EE,78,255,255,"Furukawa","Furukawa",713898,24,105,HIGH
502,102852,0x000AE5CE,77,255,255,"Al Hilal (KSA)","Al Hilal (KSA)",714052,70,105,HIGH
503,102853,0x000AE679,4294967295,255,255,"Al Sadd","Al Sadd",714276,45,105,HIGH
504,102854,0x000AE71B,59,255,255,"Al Rasheed","Al Rasheed",714447,24,105,HIGH
505,102856,0x000AE7EC,59,255,255,"Esteghlal Tehran","Esteghlal",714609,61,105,HIGH
506,102857,0x000AE89A,75,255,255,"Paas Tehran","Paas",714818,46,105,HIGH
507,102858,0x000AE930,77,255,255,"Omani Club","Oman",714992,24,105,HIGH
508,102859,0x000AE9E9,59,255,255,"Al Arabi (QAT)","Al Arabi (QAT)",715142,31,105,HIGH
509,102860,0x000AEAAF,52,255,255,"Persepolis Tehran","Persepolis",715327,46,105,HIGH
510,102861,0x000AEB65,78,255,255,"Al Muharraq","Muharraq",715525,46,105,HIGH
511,102862,0x000AEC25,56,255,255,"Al Nassr (KSA)","Al Nassr (KSA)",715707,38,105,HIGH
512,102863,0x000AED0F,88,255,255,"South China Athletic","South China",715904,69,105,HIGH
513,102864,0x000AEDDB,193,255,255,"Al Sha'ab (UAE)","Al Sha'ab (UAE)",716133,46,105,HIGH
514,102924,0x000AEEA2,160,255,255,"C Olimpia","Olimpia",716352,54,105,HIGH
515,103283,0x000AEF6E,190,255,255,"Hamarkameratene Toppfotball","Ham Kam",716536,38,105,HIGH
516,104359,0x000AF01C,109,255,255,"CD Cobreloa","Cobreloa",716740,38,105,HIGH
517,104360,0x000AF11F,190,255,255,"Club Universitario de Nuevo León","Tigres",716914,85,105,HIGH
518,104361,0x000AF1E1,190,255,255,"CPFD Concepción","Concepción",717173,46,105,HIGH
519,104362,0x000AF29F,109,255,255,"CD Huachipato","Huachipato",717367,46,105,HIGH
520,104388,0x000AF376,59,255,255,"Club Jaguares de Chiapas","Jaguares",717557,53,105,HIGH
521,104395,0x000AF43E,189,255,255,"Zob Ahan Esfahan","Zob Ahan",717772,54,105,HIGH
522,104749,0x000AF6FF,189,255,255,"Ceará SC","Ceará",718483,70,135,HIGH
523,104750,0x000AF9BC,189,255,255,"Fortaleza EC","Fortaleza",719168,70,135,HIGH
524,104775,0x000AFAA6,189,255,255,"Bangu AC","Bangu",719418,70,105,HIGH
525,104776,0x000AFD85,189,255,255,"Coritiba FC","Coritiba",720133,78,135,HIGH
526,104868,0x000AFE93,189,255,255,"Rio Branco FC (AC)","Rio Branco (AC)",720375,78,105,HIGH
527,104870,0x000AFF71,4294967295,255,255,"Olaria AC","Olaria",720641,70,105,HIGH
528,104872,0x000B0033,4294967295,255,255,"São Paulo Athletic","São Paulo Athletic",720839,24,105,HIGH
529,104873,0x000B00D5,189,255,255,"Paulistano","Paulistano",721033,24,105,HIGH
530,104874,0x000B01DB,4294967295,255,255,"Independência FC","Independência",721223,78,105,HIGH
531,104884,0x000B02B1,4294967295,255,255,"Internacional São Paulo","Internacional São Paulo",721457,24,105,HIGH
532,104885,0x000B034B,189,255,255,"Germânia","Germânia",721671,24,105,HIGH
533,104887,0x000B0455,189,255,255,"Americano FC (RJ)","Americano (RJ)",721853,78,105,HIGH
534,104975,0x000B0553,189,255,255,"Desportiva Capixaba","Desportiva",722135,54,105,HIGH
535,104978,0x000B0659,189,255,255,"EC XV de Novembro","XV de Piracicaba",722373,70,105,HIGH
536,104979,0x000B0759,189,255,255,"AA Internacional","Inter de Limeira",722647,54,105,HIGH
537,104982,0x000B0859,189,255,255,"AD Vasco da Gama","Vasco (AC)",722891,78,105,HIGH
538,104988,0x000B094F,107,255,255,"Ypiranga (AP)","",723161,86,105,HIGH
539,105187,0x000B0A0D,104,255,255,"Real Espanha","Real España",723365,46,105,HIGH
540,105188,0x000B0AB9,108,255,255,"Aurora FC","Aurora FC",723555,38,105,HIGH
541,105989,0x000B0B5F,108,255,255,"Cavalier FC","Cavalier FC",723727,24,105,HIGH
542,105990,0x000B0C18,108,255,255,"Tivoli Gardens","Tivoli Gardens",723893,31,105,HIGH
543,105991,0x000B0CB6,108,255,255,"Boys Town","Boys Town",724078,24,105,HIGH
544,105992,0x000B0D57,108,255,255,"Waddadah","Waddadah",724236,31,105,HIGH
545,105993,0x000B0DFD,108,255,255,"Seba United","Seba United",724397,24,105,HIGH
546,105994,0x000B0E87,108,255,255,"Reno","Reno",724563,24,105,HIGH
547,105995,0x000B0F35,109,255,255,"Hazard County","Hazard County",724701,24,105,HIGH
548,106027,0x000B1016,109,255,255,"Atlas","ｰտ瀀",724921,65,105,HIGH
549,106028,0x000B10ED,29,255,255,"Club Monarcas Morelia","Morelia",725100,61,105,HIGH
550,106054,0x000B11B1,78,255,255,"Forces Armées Royales","FAR Rabat",725315,38,105,HIGH
551,106063,0x000B12A4,193,255,255,"Al Ittihad (KSA)","Al Ittihad (KSA)",725515,77,105,HIGH
552,106071,0x000B1358,193,255,255,"Guaraní (PAR)","",725778,38,105,HIGH
553,106072,0x000B1424,70,255,255,"C Sportivo Luqueño","Sportivo Luqueño",725934,38,105,HIGH
554,106694,0x000B14D4,135,255,255,"Selangor","Selangor",726138,46,105,HIGH
555,106749,0x000B15A8,11,255,255,"NK Slaven Belupo","Slaven Belupo",726324,46,105,HIGH
556,106755,0x000B1680,11,255,255,"Zamalek Sporting Club","Zamalek",726526,62,105,HIGH
557,106756,0x000B1757,11,255,255,"Al-Ahly Sporting Club","Al-Ahly",726742,61,105,HIGH
558,106757,0x000B1827,80,255,255,"Ismaily Sporting Club","Ismaily",726957,54,105,HIGH
559,106808,0x000B18F3,80,255,255,"Ulsan Hyundai","Ulsan",727165,70,105,HIGH
560,106812,0x000B19C7,80,255,255,"Chunnam Dragons","Chunnam",727369,70,105,HIGH
561,106813,0x000B1A99,80,255,255,"Suwon Samsung Blue Wings","Suwon",727581,54,105,HIGH
562,106818,0x000B1B63,46,255,255,"Pohang Steelers","Pohang",727791,62,105,HIGH
563,106857,0x000B1C27,46,255,255,"Club Sportif Sfaxien","CS Sfaxien",727993,38,105,HIGH
564,106858,0x000B1D05,189,255,255,"Espérance Sportive de Tunis","ES Tunis",728189,54,105,HIGH
565,107201,0x000B1FD2,189,255,255,"América FC (MG)","América (MG)",728914,62,135,HIGH
566,107203,0x000B229B,189,255,255,"América FC (RN)","América (RN)",729619,70,135,HIGH
567,107205,0x000B2371,189,255,255,"ABC FC","ABC",729869,70,105,HIGH
568,107206,0x000B2696,189,255,255,"C Atlético Paranaense","Atlético Paranaense",730580,102,135,HIGH
569,107208,0x000B2947,189,255,255,"Avaí FC","Avaí",731359,70,135,HIGH
570,107210,0x000B2A27,189,255,255,"CS Alagoano","CSA",731585,62,105,HIGH
571,107212,0x000B2B05,189,255,255,"Friburguense AC","Friburguense",731789,54,105,HIGH
572,107214,0x000B2BBF,189,255,255,"Itaperuna EC","Itaperuna",731995,46,105,HIGH
573,107216,0x000B2E56,189,255,255,"Ituano SCF","Ituano",732668,46,135,HIGH
574,107218,0x000B2F16,189,255,255,"Juventus (SP)","",732872,46,105,HIGH
575,107220,0x000B3008,189,255,255,"Madureira EC","Madureira",733068,70,105,HIGH
576,107222,0x000B32B9,189,255,255,"Mogi Mirim EC","Mogi Mirim",733761,62,135,HIGH
577,107224,0x000B33AD,189,255,255,"Portuguesa Santista","",734027,54,105,HIGH
578,107226,0x000B3495,189,255,255,"Rio Branco (SP)","",734267,54,105,HIGH
579,107228,0x000B3571,189,255,255,"CF Zico (RJ)","CFZ (RJ)",734471,54,105,HIGH
580,107230,0x000B366F,189,255,255,"Sampaio Corrêa FC","Sampaio Corrêa",734695,62,105,HIGH
581,107232,0x000B3930,189,255,255,"Santa Cruz FC","Santa Cruz",735416,62,135,HIGH
582,107234,0x000B3A26,189,255,255,"Tuna Luso Brasileira","Tuna Luso",735650,62,105,HIGH
583,107236,0x000B3D0C,189,255,255,"Vila Nova (GO)","",736404,86,105,HIGH
