relative_offset,data_type,player_count,distinct_value_count,expected_id_match_count,expected_id_match_rate,assessment,values
-72,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 9 | 97 | 105 | 106 | 111 | 114"
-72,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 9 | 97 | 105 | 106 | 111 | 114"
72,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"6 | 12 | 1179648 | 2426880 | 5373952 | 1157627947 | 1728078080 | 2751463424 | 3170894080"
72,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 6 | 12 | 43 | 256 | 2048 | 24832"
72,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 6 | 12 | 43"
-73,BYTE,9,1,0,0.000000,CAMPO_CONSTANTE,"0"
73,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 1 | 8 | 97"
-74,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 7 | 97 | 100 | 101 | 111 | 115"
-74,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 7 | 97 | 100 | 101 | 111 | 115"
74,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 18 | 37 | 82 | 17664 | 26368 | 41984 | 48384"
74,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 18 | 37 | 82"
-75,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 4"
75,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 69 | 103 | 164 | 189"
-76,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"1215 | 458752 | 6357059 | 6357069 | 6553701 | 6619246 | 7274612 | 7536745 | 7536751"
-76,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 67 | 77 | 101 | 105 | 110 | 111 | 116 | 1215"
-76,BYTE,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 67 | 77 | 101 | 105 | 110 | 111 | 116 | 191"
76,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"1237 | 4325376 | 6357069 | 6488169 | 6881360 | 81584128 | 1845493760 | 1946185472 | 3087007784"
76,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 40 | 77 | 80 | 105 | 1237 | 28416 | 57344"
76,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 40 | 77 | 80 | 105 | 213"
-77,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 118 | 134"
77,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 4 | 111 | 224"
-78,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 32 | 80 | 98 | 101 | 104 | 116 | 30208 | 34502"
-78,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 32 | 80 | 98 | 101 | 104 | 116 | 198"
78,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 66 | 97 | 99 | 105 | 1244 | 28160 | 29696 | 47104"
78,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 66 | 97 | 99 | 105 | 220"
-79,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 241"
79,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 4 | 110 | 116 | 184"
-80,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"6 | 2097263 | 5242912 | 6422642 | 6619244 | 6815843 | 7602273 | 1979711525 | 2261184768"
-80,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"6 | 32 | 37 | 97 | 99 | 108 | 111 | 114 | 61696"
-80,BYTE,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 6 | 32 | 37 | 97 | 99 | 108 | 111 | 114"
80,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"12 | 12893 | 393216 | 6357096 | 6422629 | 7274595 | 7471221 | 1023410216 | 1761637376"
80,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 12 | 40 | 99 | 101 | 104 | 117 | 12893 | 29696"
80,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 12 | 40 | 93 | 99 | 101 | 104 | 117"
-81,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 4"
81,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 50 | 116"
-82,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 43 | 67 | 83 | 97 | 99 | 108 | 111 | 1024"
-82,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 43 | 67 | 83 | 97 | 99 | 108 | 111"
82,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 6 | 97 | 98 | 111 | 114 | 15616 | 26880"
82,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 6 | 97 | 98 | 111 | 114"
-83,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 4 | 199"
83,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 61 | 105"
-84,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"1242 | 2868992 | 4390912 | 5439488 | 6357058 | 6488174 | 7077989 | 7274601 | 67108864"
-84,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 66 | 101 | 105 | 110 | 1242 | 50944"
-84,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 66 | 101 | 105 | 110 | 218"
84,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"5 | 12892 | 2097263 | 5111808 | 6553714 | 6881388 | 7471174 | 7602277 | 16777216"
84,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 5 | 70 | 101 | 108 | 111 | 114 | 12892"
84,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 5 | 70 | 92 | 101 | 108 | 111 | 114"
-85,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 189 | 242"
85,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 50"
-86,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 7 | 9 | 99 | 111 | 48384 | 61952"
-86,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 7 | 9 | 99 | 111"
86,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 32 | 78 | 100 | 105 | 114 | 116 | 256"
86,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 32 | 78 | 100 | 105 | 114 | 116"
-87,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 2 | 189"
87,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 1"
-88,UINT32,9,8,0,0.000000,SEM_PADRAO,"7 | 48384 | 458752 | 589824 | 6488178 | 7274578 | 3170894336 | 4060086309"
-88,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 7 | 37 | 82 | 114 | 512 | 48384"
-88,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 7 | 37 | 82 | 114"
88,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"14 | 48384 | 65536 | 393216 | 2097263 | 6357063 | 6422601 | 6553701 | 7077993"
88,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 14 | 71 | 73 | 101 | 105 | 111 | 48384"
88,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 14 | 71 | 73 | 101 | 105 | 111"
-89,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 4 | 50 | 155"
89,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 189"
-90,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 32 | 97 | 225 | 256 | 1230 | 12891 | 39680"
-90,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 32 | 91 | 97 | 206 | 225"
90,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 6 | 32 | 97 | 98 | 100 | 108"
90,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 6 | 32 | 97 | 98 | 100 | 108"
-91,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 4 | 105 | 113 | 226"
91,BYTE,9,1,0,0.000000,CAMPO_CONSTANTE,"0"
-92,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"1242 | 26880 | 2097263 | 6357069 | 14745677 | 16777216 | 80667136 | 844853504 | 2600468480"
-92,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 77 | 111 | 1242 | 26880 | 28928 | 57856"
-92,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 77 | 111 | 218"
92,UINT32,9,8,0,0.000000,SEM_PADRAO,"189 | 2822912 | 5046304 | 6357101 | 6619236 | 7274578 | 7274611 | 7733356"
92,UINT16,9,8,0,0.000000,SEM_PADRAO,"32 | 82 | 100 | 108 | 109 | 115 | 189 | 4864"
92,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 32 | 82 | 100 | 108 | 109 | 115 | 189"
-93,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 103 | 110 | 189 | 253"
93,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 19"
-94,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 40 | 114 | 26368 | 28160 | 48384 | 64768"
-94,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 40 | 114"
94,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 43 | 77 | 97 | 101 | 111 | 118"
94,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 43 | 77 | 97 | 101 | 111 | 118"
-95,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 78 | 110 | 111 | 160"
95,BYTE,9,1,0,0.000000,CAMPO_CONSTANTE,"0"
-96,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"12 | 15 | 2641408 | 2662400 | 7471204 | 1728081408 | 1845522176 | 3170894080 | 4244635682"
-96,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"12 | 15 | 34 | 100 | 256 | 19968 | 28160 | 28416 | 40960"
-96,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 12 | 15 | 34 | 100"
96,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"110 | 114 | 8721 | 9632 | 5177376 | 7209057 | 7274596 | 7274723 | 80992256"
96,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"32 | 97 | 100 | 110 | 114 | 227 | 8721 | 9632 | 55296"
96,BYTE,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 17 | 32 | 97 | 100 | 110 | 114 | 160 | 227"
-97,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 12 | 105 | 114"
97,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 34 | 37 | 216"
-98,UINT16,9,5,0,0.000000,SEM_PADRAO,"0 | 110 | 3072 | 26880 | 29184"
-98,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 110"
98,UINT16,9,5,0,0.000000,SEM_PADRAO,"0 | 79 | 110 | 111 | 1235"
98,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 79 | 110 | 111 | 211"
-99,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 4 | 50 | 101 | 114 | 189 | 225"
99,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 4"
-100,UINT32,9,8,0,0.000000,SEM_PADRAO,"1184 | 12892 | 48384 | 57600 | 7209057 | 201326592 | 1761636864 | 1912628480"
-100,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 97 | 1184 | 12892 | 25856 | 29184 | 48384 | 57600"
-100,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 92 | 97 | 160"
100,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"65536 | 310714 | 786432 | 6684780 | 6881388 | 6900108 | 12386305 | 12386306 | 14876776"
100,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 2 | 104 | 108 | 18828 | 48570"
100,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 2 | 104 | 108 | 140 | 186"
-101,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 40 | 98 | 101 | 102 | 110 | 189"
101,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 73 | 189"
-102,UINT16,9,8,0,0.000000,SEM_PADRAO,"118 | 256 | 10240 | 25088 | 25856 | 26112 | 28160 | 48384"
-102,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 118"
102,UINT16,9,7,0,0.000000,SEM_PADRAO,"1 | 4 | 12 | 102 | 105 | 189 | 227"
102,BYTE,9,7,0,0.000000,SEM_PADRAO,"1 | 4 | 12 | 102 | 105 | 189 | 227"
-103,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 6 | 72 | 97 | 108"
103,BYTE,9,1,0,0.000000,CAMPO_CONSTANTE,"0"
-104,UINT32,9,8,0,0.000000,SEM_PADRAO,"7733317 | 16777216 | 671088680 | 1644194816 | 1694517248 | 1711276073 | 1845518592 | 3170895360"
-104,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 40 | 41 | 69 | 1536 | 18432 | 24832 | 27648"
-104,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 40 | 41 | 69"
104,UINT32,9,8,0,0.000000,SEM_PADRAO,"189 | 1536 | 2097263 | 5242880 | 6619254 | 7536741 | 621346816 | 681902080"
104,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 101 | 111 | 118 | 189 | 1536"
104,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 101 | 111 | 118 | 189"
-105,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 65 | 105 | 106 | 111 | 114 | 187"
105,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 6"
-106,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 16640 | 26880 | 27136 | 28416 | 29184 | 47872"
-106,BYTE,9,1,0,0.000000,CAMPO_CONSTANTE,"0"
106,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 32 | 80 | 101 | 115 | 9481 | 10405"
106,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 9 | 32 | 80 | 101 | 115 | 165"
-107,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 6 | 97 | 110 | 111"
107,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 37 | 40"
-108,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"16 | 1536 | 28416 | 1090519040 | 1761635840 | 1778384896 | 1862299136 | 1912627456 | 3137339392"
-108,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 16 | 1536 | 24832 | 28160 | 28416"
-108,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 16"
108,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"10323 | 65536 | 7274579 | 7471209 | 7667809 | 1828733184 | 2030060544 | 2851471360 | 3471245312"
108,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 83 | 97 | 105 | 10323 | 16640 | 17408"
108,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 83 | 97 | 105"
-109,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 8 | 80 | 105 | 189 | 227"
109,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 40 | 65 | 68"
-110,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 134 | 2048 | 20480 | 26880 | 48384 | 58112"
-110,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 134"
110,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 1 | 111 | 114 | 117 | 27904 | 30976 | 43510 | 52967"
110,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 111 | 114 | 117 | 231 | 246"
-111,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 32 | 99 | 104 | 118 | 134 | 198"
111,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 109 | 121 | 169 | 206"
-112,UINT32,9,8,0,0.000000,SEM_PADRAO,"34472 | 8832745 | 134217732 | 1342185472 | 1761633024 | 1761637888 | 3170894080 | 3808454656"
-112,UINT16,9,8,0,0.000000,SEM_PADRAO,"4 | 256 | 8192 | 25344 | 26624 | 30208 | 34472 | 50921"
-112,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 4 | 168 | 233"
112,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"97 | 189 | 3300225 | 7274604 | 7471201 | 117440516 | 134217732 | 1929407232 | 1962959104"
112,UINT16,9,7,0,0.000000,SEM_PADRAO,"4 | 97 | 108 | 189 | 23425 | 24832 | 27392"
112,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 4 | 97 | 108 | 129 | 189"
-113,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 108 | 110 | 115 | 180 | 207"
113,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 91 | 97 | 107"
-114,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 27648 | 28160 | 29440 | 46080 | 53142"
-114,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 150"
114,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 50 | 111 | 114 | 1792 | 2048 | 29440 | 29952"
114,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 50 | 111 | 114"
-115,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 43 | 97 | 111"
115,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 7 | 8 | 115 | 117"
-116,UINT32,9,7,0,0.000000,SEM_PADRAO,"11206 | 28416 | 1811964160 | 1845518592 | 1929408256 | 3019898923 | 3482714112"
-116,UINT16,9,5,0,0.000000,SEM_PADRAO,"0 | 43 | 11206 | 24832 | 28416"
-116,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 43 | 198"
116,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"2560 | 11212 | 4325408 | 7536741 | 12386305 | 1124073472 | 1241513984 | 1761636864 | 1845522176"
116,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 32 | 101 | 2560 | 11212 | 28416 | 29184"
116,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 32 | 101 | 204"
-117,BYTE,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 15 | 37 | 77 | 83 | 104 | 114 | 115 | 227"
117,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 10 | 43 | 111 | 114"
-118,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 3840 | 9475 | 19712 | 21248 | 26624 | 29184 | 29440 | 58112"
-118,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 3"
118,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 66 | 115 | 189 | 17152 | 18944 | 26880 | 28160"
118,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 66 | 115 | 189"
-119,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 97 | 106 | 110 | 111"
119,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 67 | 74 | 105 | 110"
-120,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"189 | 251658240 | 620953600 | 1291845632 | 1392508928 | 1744858624 | 1912627456 | 1929408256 | 3808455168"
-120,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 189 | 24832 | 27136 | 28160 | 28416"
-120,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 189"
120,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"65536 | 6357100 | 8832818 | 16777216 | 100663296 | 700448768 | 1660974336 | 1761634304 | 1811955968"
120,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 108 | 16640 | 26624 | 29952 | 50994"
120,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 50 | 108"
-121,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 7 | 77 | 100 | 105 | 189"
121,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 65 | 104 | 117 | 199"
-122,UINT16,9,7,0,0.000000,SEM_PADRAO,"1 | 189 | 1792 | 19712 | 25600 | 26880 | 48384"
-122,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 1 | 189"
122,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"1 | 97 | 134 | 256 | 1536 | 10688 | 25344 | 26880 | 27648"
122,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 97 | 134 | 192"
-123,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 101 | 114 | 117"
123,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 6 | 41 | 99 | 105 | 108"
-124,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"65536 | 12386306 | 117440516 | 117440562 | 1291845632 | 1677750784 | 1761633536 | 1761637632 | 3170894080"
-124,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 2 | 4 | 50 | 256 | 25856 | 29184 | 29952"
-124,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 2 | 4 | 50"
124,UINT32,9,8,0,0.000000,SEM_PADRAO,"189 | 2304 | 48384 | 6488174 | 1761635840 | 1811998976 | 2013291776 | 2673737728"
124,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 110 | 189 | 2304 | 25856 | 28160 | 48384 | 59648"
124,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 110 | 189"
-125,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 8 | 70 | 91 | 97 | 113 | 206"
125,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 9 | 101 | 110 | 189 | 233"
-126,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 111 | 2048 | 17920 | 23401 | 24832 | 28928 | 52959"
-126,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 105 | 111 | 223"
126,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 99 | 26880 | 27648 | 30720 | 40798"
126,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 94 | 99"
-127,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 32 | 67 | 114"
127,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 105 | 108 | 120 | 159"
-128,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"97 | 29184 | 7274604 | 134217778 | 1174413312 | 1533607936 | 1627407104 | 1895854592 | 3470721024"
-128,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 50 | 97 | 108 | 8192 | 17152 | 29184"
-128,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 50 | 97 | 108"
128,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"111 | 10351 | 2232832 | 2466048 | 150994948 | 1342185472 | 1694518784 | 1744858624 | 1862297856"
128,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"4 | 111 | 4608 | 8192 | 10351 | 19968 | 26880 | 28160 | 41216"
128,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 4 | 111"
129,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 18 | 32 | 40 | 78 | 105 | 110 | 161"
130,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 34 | 37 | 2304 | 20480 | 25856 | 26624 | 28416"
130,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 34 | 37"
131,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 9 | 80 | 101 | 104 | 111"
132,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"24832 | 312251 | 12386305 | 16777216 | 35997440 | 81462016 | 1275068416 | 1845520640 | 1912628992"
132,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 768 | 18176 | 24832 | 26368 | 26880 | 50107"
132,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 1 | 187"
133,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 3 | 71 | 97 | 103 | 105 | 195"
134,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 4 | 189 | 256 | 549 | 1243 | 19456 | 28160 | 29184"
134,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 4 | 37 | 189 | 219"
135,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 2 | 4 | 76 | 110 | 114"
136,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"3584 | 48384 | 786432 | 1310720 | 722731008 | 1761633536 | 1862297600 | 1862330624 | 3170894336"
136,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 512 | 3584 | 25856 | 26624 | 48384 | 59648"
136,BYTE,9,1,0,0.000000,CAMPO_CONSTANTE,"0"
137,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 2 | 14 | 101 | 104 | 189 | 233"
138,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 12 | 20 | 11028 | 26880 | 28416 | 48384"
138,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 12 | 20"
139,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 43 | 105 | 111 | 189"
140,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"2663936 | 4390912 | 4849664 | 16777216 | 167772160 | 1291853824 | 1627409664 | 1862300160 | 2832728064"
140,UINT16,9,5,0,0.000000,SEM_PADRAO,"0 | 8192 | 19712 | 29184 | 42496"
140,BYTE,9,1,0,0.000000,CAMPO_CONSTANTE,"0"
141,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 32 | 77 | 114 | 166"
142,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"40 | 67 | 74 | 256 | 2560 | 19712 | 24832 | 28416 | 43224"
142,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 40 | 67 | 74 | 216"
143,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 10 | 77 | 97 | 111 | 168"
144,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"29440 | 48384 | 7471201 | 14876783 | 234881158 | 845006080 | 1660969216 | 1660973568 | 4160749605"
144,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"37 | 97 | 111 | 134 | 24832 | 29184 | 29440 | 48384 | 50432"
144,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 37 | 97 | 111 | 134"
145,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 97 | 114 | 115 | 189 | 197"
146,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 114 | 227 | 3584 | 12893 | 25344 | 63488"
146,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 93 | 114 | 227"
147,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 14 | 50 | 99 | 248"
148,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"1222 | 327680 | 2097263 | 2642944 | 7274604 | 1140850688 | 1811965184 | 3170894080 | 3909116160"
148,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 108 | 111 | 256 | 1222 | 21504 | 24832 | 25856"
148,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 108 | 111 | 198"
149,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 4 | 84 | 97 | 101"
150,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 5 | 32 | 40 | 111 | 17408 | 27648 | 48384 | 59648"
150,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 5 | 32 | 40 | 111"
151,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 68 | 108 | 189 | 233"
152,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"15 | 2097267 | 4325376 | 6357058 | 16777216 | 536899328 | 844857856 | 1845518592 | 3439329280"
