reference_kind,data_type,relative_offset,flamengo_players,corinthians_players,distinct_players,total_hits,flamengo_names,corinthians_names,assessment
PERSON_DATABASE_ID,UINT32,-626,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-631,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,633,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,633,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-645,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-645,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,674,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,674,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-682,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-682,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-691,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-691,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-705,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-705,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,719,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,719,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-728,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-728,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,732,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,732,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,734,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-754,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,759,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,759,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-794,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-794,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,818,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,818,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,821,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,821,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-839,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-839,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-849,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-849,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,861,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,861,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-879,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-879,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,885,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,885,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,886,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,886,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,891,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,891,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-914,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-914,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,916,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,918,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,918,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,918,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,926,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,926,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,929,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,947,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,947,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-954,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-954,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,958,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,958,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-960,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-960,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-961,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-961,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-965,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-965,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,966,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,966,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,985,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,985,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-997,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-997,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1000,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1000,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1013,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1013,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1037,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1037,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1044,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1044,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1048,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1063,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1063,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1072,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1072,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1084,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1084,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1094,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1094,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1094,0,1,1,1,"","Fábio Baiano",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1114,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1114,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1132,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1132,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1141,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1141,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1146,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1146,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1158,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1170,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1186,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1186,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1194,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1194,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1195,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1195,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1218,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1237,1,0,1,1,"Júlio César Moraes","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1237,1,0,1,1,"Júlio César Moraes","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1240,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1249,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1253,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1253,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1263,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1263,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1275,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1275,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1275,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1291,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1291,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1303,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1303,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1310,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1322,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1322,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1333,1,0,1,1,"Reginaldo Araújo","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1333,1,0,1,1,"Reginaldo Araújo","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1346,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1346,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1349,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1349,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1353,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1353,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1380,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1386,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1386,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1390,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1393,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1393,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1403,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1403,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1408,1,0,1,1,"Júlio César Moraes","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1408,1,0,1,1,"Júlio César Moraes","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1420,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1448,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1448,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1455,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1455,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1462,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1463,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1463,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1488,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1488,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1503,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1503,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1511,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1511,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1520,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1520,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1526,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1526,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1544,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1544,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1562,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1562,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1565,1,0,1,1,"Reginaldo Araújo","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1565,1,0,1,1,"Reginaldo Araújo","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1569,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1573,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1573,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1574,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1574,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1574,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1574,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1582,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1584,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1584,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1591,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1591,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1595,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1600,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1600,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1604,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1606,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1606,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1612,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1612,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1628,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1628,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1646,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1646,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1646,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1646,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1686,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1689,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1689,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1697,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1697,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1733,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1733,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1744,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1744,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1747,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1751,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1751,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1755,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1757,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1757,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1772,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1772,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1790,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1791,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1791,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1801,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1801,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1812,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,1812,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1813,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1813,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1829,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1832,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1832,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1835,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1835,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1843,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1843,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1851,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1851,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1872,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1890,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1890,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1891,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1891,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1915,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1915,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1926,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,1930,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,1930,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1939,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1948,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1948,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1956,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-1956,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-1970,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-1972,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-1972,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,1986,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2004,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2004,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2006,0,1,1,1,"","Fábio Baiano",AUXILIARY_REFERENCE
