club_record_index,club_id,header_offset,field1,field2,field3,full_name,short_name,name_offset,name_distance,score,confidence
308,865,0x000AF3BC,143,255,255,"Lyon","Lyon",717619,109,105,HIGH
309,866,0x000AF4EC,143,255,255,"Marselha","Marselha",717915,101,105,HIGH
310,868,0x000AF638,143,255,255,"St. Germain","St. Germain",718211,125,105,HIGH
311,871,0x000AF737,143,255,255,"Lens","Lens",718534,85,105,HIGH
312,872,0x000AF863,143,255,255,"Estrasburgo","Estrasburgo",718790,101,105,HIGH
313,876,0x000AF95B,143,255,255,"Bastia","Bastia",719058,101,105,HIGH
314,877,0x000AFA3B,143,255,255,"Caen","Caen",719306,85,105,HIGH
315,884,0x000AFB33,144,255,255,"Rennes","Rennes",719530,101,105,HIGH
316,890,0x000AFBCE,144,255,255,"Dila Gori","Dila",719753,31,105,HIGH
317,891,0x000AFC7D,144,255,255,"Dinamo Batumi","Din.Batumi",719908,31,105,HIGH
318,892,0x000AFD60,144,255,255,"Dinamo Tbilisi","D.Tblisi",720114,54,105,HIGH
319,894,0x000AFE26,144,255,255,"Kolkheti 1913 Poti","Kolkheti Poti",720310,38,105,HIGH
320,898,0x000AFF01,145,255,255,"Torpedo Kutaisi","Kutaisi",720539,46,105,HIGH
321,899,0x000B004F,145,255,255,"1.FC Nuremberga","Nuremberga",720800,113,105,HIGH
322,900,0x000B018E,145,255,255,"TSV Alemannia Aachen","Aachen",721117,113,105,HIGH
323,901,0x000B0314,145,255,255,"Bayer 04 Leverkusen","Leverkusen",721493,121,105,HIGH
324,904,0x000B0471,145,255,255,"DSC Arminia Bielefeld","Bielefeld",721863,98,105,HIGH
325,905,0x000B05B9,145,255,255,"VfL Bochum","Bochum",722228,89,105,HIGH
326,907,0x000B071B,145,255,255,"Borussia Dortmund","Dortmund",722539,114,105,HIGH
327,908,0x000B087E,145,255,255,"Borussia Mönchengladbach","Gladbach",722873,121,105,HIGH
328,911,0x000B0966,145,255,255,"1.FC Dynamo Dresden","Dynamo Dresden",723166,58,105,HIGH
329,912,0x000B0A5D,145,255,255,"Eintracht Frankfurt","Frankfurt",723407,74,105,HIGH
330,913,0x000B0B37,145,255,255,"SV Eintracht Trier 05","Trier",723645,58,105,HIGH
331,915,0x000B0CAE,145,255,255,"FC Bayern Munique","Bayern Munique",723971,97,105,HIGH
332,916,0x000B0DAF,145,255,255,"1.FC Köln","Colónia",724265,90,105,HIGH
333,918,0x000B0E9C,145,255,255,"1.FSV Mainz 05","Mainz",724505,81,105,HIGH
334,920,0x000B104F,145,255,255,"FC Schalke 04","Schalke 04",724828,185,105,HIGH
335,921,0x000B112D,145,255,255,"Fortuna Düsseldorf","Düsseldorf",725167,58,105,HIGH
336,927,0x000B1269,145,255,255,"Hannover 96","Hannover 96",725463,90,105,HIGH
337,928,0x000B13DF,145,255,255,"FC Hansa Rostock","Rostock",725780,145,105,HIGH
338,931,0x000B14D7,145,255,255,"Karlsruher SC","Karlsruhe",726094,81,105,HIGH
339,932,0x000B15B9,145,255,255,"Kickers Offenbach","Offenbach",726327,66,105,HIGH
340,933,0x000B16A6,145,255,255,"MSV Duisburg","Duisburg",726568,74,105,HIGH
341,942,0x000B1777,145,255,255,"FC Carl Zeiss Jena","Jena",726790,57,105,HIGH
342,944,0x000B18D9,145,255,255,"SC Friburgo","Friburgo",727118,89,105,HIGH
343,945,0x000B1A30,145,255,255,"1.FC Kaiserslautern","Kaiserslautern",727448,74,105,HIGH
344,946,0x000B1B10,145,255,255,"FC St. Pauli","St. Pauli",727696,74,105,HIGH
345,947,0x000B1C58,145,255,255,"Hamburgo SV","Hamburgo",728012,90,105,HIGH
346,948,0x000B1DE2,145,255,255,"SV Werder Bremen","Werder Bremen",728355,121,105,HIGH
347,949,0x000B1ECD,145,255,255,"1.FC Saarbrücken","Saarbrücken",728657,58,105,HIGH
348,955,0x000B1FD7,145,255,255,"TSV Munique 1860","Munique 1860",728913,66,105,HIGH
349,958,0x000B20D0,145,255,255,"SpVgg Unterhaching","Unterhaching",729158,66,105,HIGH
350,960,0x000B2219,145,255,255,"VFB Estugarda","Estugarda",729479,90,105,HIGH
351,961,0x000B236F,145,255,255,"VfL Wolfsburg","Wolfsburgo",729820,89,105,HIGH
352,963,0x000B2461,146,255,255,"SG Wattenscheid 09","Wattenscheid",730063,74,105,HIGH
353,967,0x000B2595,146,255,255,"AEK Atenas","AEK",730346,133,105,HIGH
354,969,0x000B26AF,146,255,255,"AS Aris Salonika","Aris",730654,93,105,HIGH
355,976,0x000B27DD,146,255,255,"GS Iraklis Salonika","Iraklis",730936,101,105,HIGH
356,980,0x000B28EF,146,255,255,"OFI Crete","OFI",731238,101,105,HIGH
357,981,0x000B2A79,146,255,255,"Olympiakos SF Piraeus","Olympiakos",731538,157,105,HIGH
358,982,0x000B2BCA,146,255,255,"AS PAOK Salonika","PAOK",731921,133,105,HIGH
359,983,0x000B2CFE,146,255,255,"Panathinaikos AO","Panathinaikos",732243,101,105,HIGH
360,984,0x000B2DFC,146,255,255,"GS Neos Panionios","Panionios",732551,53,105,HIGH
361,985,0x000B2EF8,158,255,255,"AO Skoda Xanthi","Xanthi",732805,61,105,HIGH
362,986,0x000B2FDE,158,255,255,"NV ADO Den Haag","Den Haag",733006,86,105,HIGH
363,991,0x000B30B4,158,255,255,"AZ Alkmaar","AZ",733282,46,105,HIGH
364,992,0x000B320E,158,255,255,"AFC Ajax","Ajax",733545,129,105,HIGH
365,1000,0x000B32CA,158,255,255,"De Graafschap","De Graafschap",733796,38,105,HIGH
366,1001,0x000B3384,158,255,255,"FC Dordrecht","Dordrecht",733984,46,105,HIGH
367,1007,0x000B3454,158,255,255,"FC Groningen","FC Groningen",734170,62,105,HIGH
368,1009,0x000B3537,158,255,255,"FC Twente","FC Twente",734409,62,105,HIGH
369,1010,0x000B3626,158,255,255,"FC Utreque","FC Utreque",734636,70,105,HIGH
370,1011,0x000B36D4,158,255,255,"FC Volendam","Volendam",734844,38,105,HIGH
371,1013,0x000B37F6,158,255,255,"Feyenoord","Feyenoord",735105,69,105,HIGH
372,1024,0x000B38EB,158,255,255,"NAC Breda","NAC Breda",735349,70,105,HIGH
373,1025,0x000B39DA,158,255,255,"NEC Nijmegen","NEC",735594,70,105,HIGH
374,1028,0x000B3B0B,158,255,255,"PSV Eindhoven","PSV",735881,86,105,HIGH
375,1032,0x000B3BB9,158,255,255,"RKC Waalwijk","RKC",736097,46,105,HIGH
376,1033,0x000B3C9C,158,255,255,"Roda JC","Roda JC",736302,70,105,HIGH
377,1036,0x000B3D89,158,255,255,"SC Heerenveen","Heerenveen",736529,62,105,HIGH
378,1042,0x000B3E2D,158,255,255,"TOP Oss","TOP",736735,46,105,HIGH
379,1046,0x000B3F1A,158,255,255,"Vitesse","Vitesse",736940,70,105,HIGH
380,1047,0x000B3FFD,147,255,255,"Willem II Tilburg","Willem II",737167,46,105,HIGH
381,1050,0x000B40C1,147,255,255,"Békéscsabai Előre FC","Békéscsaba",737363,38,105,HIGH
382,1052,0x000B41AA,147,255,255,"Debreceni VSC","Debrecen",737590,62,105,HIGH
383,1054,0x000B4262,147,255,255,"Győri ETO FC","Győr",737792,54,105,HIGH
384,1055,0x000B4385,147,255,255,"Ferencvárosi Torna Club","Ferencváros",738007,94,105,HIGH
385,1059,0x000B4484,147,255,255,"Budapest Honvéd FC","Honvéd",738298,78,105,HIGH
386,1060,0x000B4567,147,255,255,"MTK Budapest FC","MTK",738553,62,105,HIGH
387,1062,0x000B462F,147,255,255,"Videoton FC Fehérvár","Videoton",738749,46,105,HIGH
388,1064,0x000B4724,147,255,255,"Újpest FC","Újpest",738980,86,105,HIGH
389,1066,0x000B4809,147,255,255,"Budapesti Vasas SC","Vasas",739225,54,105,HIGH
390,1068,0x000B48E0,148,255,255,"ZTE Football Club","ZTE",739454,46,105,HIGH
391,1070,0x000B49C9,148,255,255,"Fimleikafélag Hafnarfjarðar","FH",739669,46,105,HIGH
392,1071,0x000B4A75,148,255,255,"Fram (ISL)","",739885,46,105,HIGH
393,1072,0x000B4B5A,148,255,255,"Íþróttafélag Akraness","ÍA",740074,54,105,HIGH
394,1073,0x000B4C0A,148,255,255,"Keflavík","Keflavík",740272,46,105,HIGH
395,1074,0x000B4D01,148,255,255,"Íþróttabandalag Vestmannaeyja","ÍBV",740479,54,105,HIGH
396,1076,0x000B4DFC,148,255,255,"Knattspyrnufélag Reykjavíkur","KR",740726,62,105,HIGH
397,1080,0x000B4EA8,149,255,255,"Valur","Valur",740946,54,105,HIGH
398,1083,0x000B4FAE,149,255,255,"Beitar Jerusalém","B. Jerusalem",741149,77,105,HIGH
399,1085,0x000B5099,149,255,255,"Hapoel Beer-Sheva","H. Beer-Sheva",741380,77,105,HIGH
400,1087,0x000B5178,149,255,255,"H. Haifa","ｰſ",741676,44,105,HIGH
401,1089,0x000B5248,149,255,255,"Hapoel Petach-Tikva","Hapoel Petach",741838,46,105,HIGH
402,1090,0x000B5342,149,255,255,"Hapoel Tel-Aviv","H. Tel-Aviv",742077,69,105,HIGH
403,1091,0x000B5422,149,255,255,"Sport Club Ashdod","S.C. Ashdod",742296,70,105,HIGH
404,1093,0x000B5513,149,255,255,"Maccabi Haifa","M. Haifa",742551,70,105,HIGH
405,1096,0x000B55FC,149,255,255,"Maccabi Petach-Tikva","Maccabi Petah",742792,38,105,HIGH
406,1097,0x000B5727,150,255,255,"Maccabi Tel-Aviv","M. Tel-Aviv",743056,85,105,HIGH
407,1099,0x000B58B3,150,255,255,"AC Milão","Milão",743376,189,105,HIGH
408,1100,0x000B5A01,150,255,255,"AS Roma","Roma",743754,149,105,HIGH
409,1105,0x000B5AC0,150,255,255,"Ascoli","Ascoli",744023,69,105,HIGH
410,1106,0x000B5BC7,150,255,255,"Atalanta","Atalanta",744214,133,105,HIGH
411,1111,0x000B5CCB,150,255,255,"Bolonha","Bolonha",744510,101,105,HIGH
412,1113,0x000B5DA7,150,255,255,"Brescia","Brescia",744754,77,105,HIGH
413,1114,0x000B5E76,150,255,255,"Cagliari","Cagliari",744957,77,105,HIGH
414,1119,0x000B5F41,150,255,255,"Catanzaro","Catanzaro",745164,69,105,HIGH
415,1120,0x000B5FF8,150,255,255,"Cesena","Cesena",745367,61,105,HIGH
416,1122,0x000B6111,150,255,255,"Chievo Verona","Chievo",745593,102,105,HIGH
417,1129,0x000B624D,150,255,255,"Fiorentina","Fiorentina",745900,109,105,HIGH
418,1132,0x000B631E,150,255,255,"Génova 1893","Génova",746147,77,105,HIGH
419,1135,0x000B649A,150,255,255,"Internazionale de Milão","Inter",746425,157,105,HIGH
420,1139,0x000B664A,150,255,255,"Juventus","Juventus",746809,229,105,HIGH
421,1140,0x000B67D8,150,255,255,"Lázio","Lázio",747235,213,105,HIGH
422,1141,0x000B68C9,150,255,255,"Lecce","Lecce",747612,77,105,HIGH
423,1147,0x000B69B8,150,255,255,"Modena","Modena",747807,117,105,HIGH
424,1150,0x000B6A9B,150,255,255,"Nápoles","Nápoles",748046,101,105,HIGH
425,1156,0x000B6BC1,150,255,255,"Parma","Parma",748324,125,105,HIGH
426,1157,0x000B6CB3,150,255,255,"Perugia","Perugia",748598,85,105,HIGH
427,1159,0x000B6D82,150,255,255,"Piacenza","Piacenza",748809,77,105,HIGH
428,1165,0x000B6E44,150,255,255,"Reggina","Reggina",749031,53,105,HIGH
429,1167,0x000B6F21,150,255,255,"Sampdória","Sampdória",749212,85,105,HIGH
430,1170,0x000B6FDD,150,255,255,"Siena","Siena",749431,70,105,HIGH
431,1174,0x000B7098,150,255,255,"Turim","Turim",749619,69,105,HIGH
432,1178,0x000B71A8,150,255,255,"Udinese","Udinese",749859,93,105,HIGH
433,1181,0x000B727B,61,255,255,"Vicenza","Vicenza",750078,85,105,HIGH
434,1184,0x000B733F,61,255,255,"Tsuno Shadows","Tsuno Shadows",750289,46,105,HIGH
435,1188,0x000B7403,61,255,255,"Neriwa Gabe","Neriwa Gabe",750485,54,105,HIGH
436,1189,0x000B74EF,61,255,255,"Sfida Oshiwa F.C.","Sfida Oshiwa F.C.",750681,70,105,HIGH
437,1191,0x000B75AB,61,255,255,"Kashiba Stolz","Kashiba Stolz",750917,38,105,HIGH
438,1194,0x000B766B,61,255,255,"FC Tokunyawa","FC Tokunyawa",751105,46,105,HIGH
439,1196,0x000B7737,4294967295,255,255,"Uto Gun Gluck","Uto Gun Gluck",751297,54,105,HIGH
440,1197,0x000B77F5,61,255,255,"Yokohama Flugels","Flugels",751501,46,105,HIGH
441,1198,0x000B78D1,151,255,255,"Matsumoto Giurare","Matsumoto Giurare",751691,54,105,HIGH
442,1204,0x000B79E0,152,255,255,"FK Skonto Riga","Skonto",751942,102,105,HIGH
443,1206,0x000B7A8A,152,255,255,"FC Balzers","Balzers",752182,38,105,HIGH
444,1207,0x000B7B22,152,255,255,"FC Schaan","Schaan",752352,24,105,HIGH
445,1208,0x000B7BD5,152,255,255,"FC Triesenberg","Triesenberg",752504,31,105,HIGH
446,1210,0x000B7C92,153,255,255,"FC Triesenberg","Triesenberg",752504,220,105,HIGH
447,1211,0x000B7D83,153,255,255,"FK Ekranas","Ekranas",752903,78,105,HIGH
448,1212,0x000B7E64,153,255,255,"Kaunas","",753156,78,105,HIGH
449,1218,0x000B7F59,153,255,255,"FK Zalgiris","Zalgiris",753369,78,105,HIGH
450,1219,0x000B8015,154,255,255,"Zalgiris Il","Zalgiris Il",753583,46,105,HIGH
451,1221,0x000B80F0,154,255,255,"Avenir Beggen","Avenir Beggen",753802,38,105,HIGH
452,1222,0x000B81CD,154,255,255,"CS Grevenmacher","Grevenmacher",754021,38,105,HIGH
453,1223,0x000B8277,154,255,255,"CS Pétange","Pétange",754211,38,105,HIGH
454,1224,0x000B8352,154,255,255,"F91 Dudelange","Dudelange",754412,46,105,HIGH
455,1225,0x000B83FA,154,255,255,"FC Wiltz 71","Wiltz",754600,38,105,HIGH
456,1226,0x000B84FD,154,255,255,"AS La Jeunesse d'Esch-Alzette","Jeunesse Esch",754799,46,105,HIGH
457,1228,0x000B85BD,154,255,255,"Red Boys Differdange","Red Boys",755027,38,105,HIGH
458,1229,0x000B866F,154,255,255,"Spora Luxembourg","Spora",755219,38,105,HIGH
459,1230,0x000B8721,154,255,255,"Swift Hesperange","Swift",755397,38,105,HIGH
460,1231,0x000B87D9,155,255,255,"US Luxembourg","Union (LUX)",755575,38,105,HIGH
461,1236,0x000B88D4,155,255,255,"FK Pobeda Prilep","Pobeda",755790,78,105,HIGH
462,1237,0x000B89B8,155,255,255,"FC Sileks Kratovo","Sileks",756041,53,105,HIGH
463,1238,0x000B8ADA,155,255,255,"FK Sloga Jugomagnat Skopje","Sloga Jugomagnat",756269,77,105,HIGH
464,1239,0x000B8BAD,156,255,255,"FK Vardar Skopje","Vardar",756528,69,105,HIGH
465,1240,0x000B8C94,156,255,255,"Birkirkara","Birkirkara",756770,62,105,HIGH
466,1241,0x000B8D4C,156,255,255,"Floriana","Floriana",756970,54,105,HIGH
467,1242,0x000B8E18,156,255,255,"Hamrun Spartans","Hamrun Spartans",757154,46,105,HIGH
468,1243,0x000B8EEF,156,255,255,"Hibernians","Hibernians",757389,46,105,HIGH
469,1244,0x000B8FA7,156,255,255,"Naxxar Lions","Naxxar Lions",757573,38,105,HIGH
470,1245,0x000B905D,156,255,255,"Pieta' Hotspurs","Pieta' H",757757,38,105,HIGH
471,1246,0x000B910D,156,255,255,"Rabat Ajax","Rabat Ajax",757939,38,105,HIGH
472,1247,0x000B920C,156,255,255,"Sliema Wanderers","Sliema Wanderers",758146,62,105,HIGH
473,1250,0x000B92EB,109,255,255,"Valletta","Valletta",758401,62,105,HIGH
474,1253,0x000B9414,109,255,255,"Club de Fútbol América","América (MEX)",758613,109,105,HIGH
475,1254,0x000B9559,109,255,255,"Club Deportivo Cruz Azul","Cruz Azul",758910,141,105,HIGH
476,1255,0x000B9646,109,255,255,"Club Guadalajara","Chivas",759225,85,105,HIGH
477,1257,0x000B9731,109,255,255,"Club de Fútbol Monterrey","Monterrey",759462,61,105,HIGH
478,1258,0x000B9816,109,255,255,"Club Deportivo Necaxa","Necaxa",759687,77,105,HIGH
479,1259,0x000B98CC,109,255,255,"Club Deportivo León","León",759916,38,105,HIGH
480,1260,0x000B99EF,157,255,255,"Club de Fútbol Universidad","Pumas",760128,101,105,HIGH
481,1264,0x000B9ACE,157,255,255,"Nistru Otaci","Nistru Otaci",760420,46,105,HIGH
482,1265,0x000B9B92,157,255,255,"Olimpia Balti","Olimpia Balti",760612,46,105,HIGH
483,1267,0x000B9C8B,157,255,255,"Tiligul-Tiras Tiraspol","Tiligul",760839,62,105,HIGH
484,1268,0x000B9D6B,159,255,255,"Zimbru Chisinau","Zimbru",761088,53,105,HIGH
485,1274,0x000B9E48,159,255,255,"Ballymena United","Ballymena Utd",761281,65,105,HIGH
486,1276,0x000B9EFC,159,255,255,"Carrick Rangers","Carrick",761502,38,105,HIGH
487,1277,0x000B9FD8,159,255,255,"Cliftonville","Cliftonville",761682,74,105,HIGH
488,1278,0x000BA0AB,159,255,255,"Coleraine","Coleraine",761933,46,105,HIGH
489,1279,0x000BA17A,159,255,255,"Crusaders","Crusaders",762113,73,105,HIGH
490,1280,0x000BA245,159,255,255,"Lisburn Distillery","Distillery",762320,49,105,HIGH
491,1281,0x000BA314,159,255,255,"Glenavon","Glenavon",762554,46,105,HIGH
492,1282,0x000BA42A,159,255,255,"Glentoran","Glentoran",762761,113,105,HIGH
493,1284,0x000BA524,159,255,255,"Linfield","Linfield",763039,89,105,HIGH
494,1288,0x000BA61E,160,255,255,"Portadown","Portadown",763297,77,105,HIGH
495,1293,0x000BA702,160,255,255,"FK Bodø-Glimt","",763550,68,105,HIGH
496,1312,0x000BA7C7,160,255,255,"Fredrikstad FK","Fredrikstad",763736,49,105,HIGH
497,1341,0x000BA8B7,160,255,255,"Lillestrøm SK","Lillestrøm",763964,65,105,HIGH
498,1344,0x000BA9BA,160,255,255,"FC Lyn Oslo","Lyn",764208,98,105,HIGH
499,1353,0x000BAAB0,160,255,255,"Molde FK","Molde",764473,81,105,HIGH
500,1365,0x000BAB8B,160,255,255,"Odd Grenland","Odd Grenland",764709,42,105,HIGH
501,1376,0x000BAC70,160,255,255,"Rosenborg BK","Rosenborg",764928,58,105,HIGH
502,1378,0x000BAD4F,160,255,255,"SK Brann","Brann",765168,57,105,HIGH
503,1396,0x000BAE48,160,255,255,"Stabæk IF","Stabæk",765380,90,105,HIGH
504,1397,0x000BAEF9,160,255,255,"IK Start","Start",765609,42,105,HIGH
505,1422,0x000BAFCA,160,255,255,"Viking FK","Viking",765806,50,105,HIGH
506,1426,0x000BB0E1,193,255,255,"Vålerenga Fotball","Vålerenga",766015,98,105,HIGH
507,1445,0x000BB1B7,194,255,255,"C Cerro Porteño","Cerro Porteño",766277,46,105,HIGH
508,1449,0x000BB28D,194,255,255,"C Sporting Cristal","Sp.Cristal",766487,50,105,HIGH
509,1450,0x000BB363,161,255,255,"C Universitario D","Universitario",766701,46,105,HIGH
510,1452,0x000BB44E,161,255,255,"Gornik Zabrze","Gornik Zabrze",766905,85,105,HIGH
511,1455,0x000BB523,161,255,255,"Lech Poznan","Lech",767171,54,105,HIGH
512,1456,0x000BB625,161,255,255,"Legia-Daewoo Varsóvia","Légia",767384,77,105,HIGH
513,1458,0x000BB708,161,255,255,"Wisla Plock","Wisla Plock",767642,54,105,HIGH
514,1459,0x000BB7ED,161,255,255,"Pogon Szczecin","Pogon",767869,62,105,HIGH
515,1466,0x000BB8DA,161,255,255,"Groclin Grodzisk","Groclin",768098,62,105,HIGH
516,1468,0x000BB9BA,161,255,255,"Widzew Lodz","Widzew",768335,61,105,HIGH
517,1469,0x000BBA6E,162,255,255,"Zaglebie Lubin","Zaglebie",768528,38,105,HIGH
518,1471,0x000BBB95,162,255,255,"Boavista Futebol Clube","Boavista",768744,101,105,HIGH
519,1474,0x000BBC89,162,255,255,"C.F. Os Belenenses","Belenenses",769008,85,105,HIGH
520,1476,0x000BBDA4,162,255,255,"Clube Sport Marítimo","Marítimo",769303,73,105,HIGH
521,1478,0x000BBECD,162,255,255,"Futebol Clube do Porto","Porto",769601,74,105,HIGH
522,1484,0x000BBFC4,162,255,255,"Sport Clube Beira-Mar","Beira-Mar",769863,53,105,HIGH
523,1487,0x000BC105,162,255,255,"Sport Lisboa e Benfica","Benfica",770126,113,105,HIGH
524,1488,0x000BC204,162,255,255,"Sporting Clube de Braga","Braga",770431,65,105,HIGH
525,1489,0x000BC351,162,255,255,"Sporting Clube de Portugal","Sporting CP",770726,85,105,HIGH
526,1493,0x000BC44C,162,255,255,"União Desportiva de Leiria","Leiria",771019,53,105,HIGH
527,1494,0x000BC540,162,255,255,"Vitória Sport Club","Vit. Guimarães",771239,77,105,HIGH
528,1495,0x000BC645,164,255,255,"Vitória Futebol Clube","Vit. Setúbal",771514,61,105,HIGH
529,1500,0x000BC75F,164,255,255,"Dínamo Bucareste","Din.Bucareste",771775,90,105,HIGH
530,1502,0x000BC843,164,255,255,"FC Arges Pitesti","FC Arges",772026,77,105,HIGH
531,1503,0x000BC93A,164,255,255,"FC Brasov","FC Brasov",772285,77,105,HIGH
532,1504,0x000BCA18,164,255,255,"FC Farul Constanta","Farul",772501,73,105,HIGH
533,1507,0x000BCB02,164,255,255,"FC Gloria 1922 Bistrita","Gloria",772723,73,105,HIGH
534,1508,0x000BCBF9,164,255,255,"FC Otelul Galati","Otelul",772988,69,105,HIGH
535,1509,0x000BCD14,164,255,255,"FC National Bucareste","FC National",773235,85,105,HIGH
536,1510,0x000BCE36,164,255,255,"Rapid Bucareste","Rapid",773529,105,105,HIGH
537,1513,0x000BCF4C,164,255,255,"Steaua Bucareste","Steaua",773803,105,105,HIGH
538,1516,0x000BD065,165,255,255,"Universidade Craiova","U Craiova",774086,89,105,HIGH
539,1518,0x000BD1DE,165,255,255,"CSKA Moscovo","CSKA Moscovo",774372,190,105,HIGH
540,1520,0x000BD318,165,255,255,"Dinamo Moscovo","Din.Moscovo",774749,125,105,HIGH
541,1523,0x000BD437,165,255,255,"Krylja Sovetov Samara","Krylja Sovetov",775032,109,105,HIGH
542,1525,0x000BD5B2,165,255,255,"Lokomotiv Moscovo","Lokomotiv Moscovo",775365,157,105,HIGH
543,1527,0x000BD6C5,165,255,255,"SC Rotor Volgograd","Rotor",775698,121,105,HIGH
544,1529,0x000BD851,165,255,255,"Spartak Moscovo","Spartak Moscovo",776004,197,105,HIGH
545,1530,0x000BD945,165,255,255,"Alania Vladikavkaz","Alania",776400,57,105,HIGH
546,1532,0x000BDA28,78,255,255,"Torpedo Moscovo","Torpedo Moscovo",776603,69,105,HIGH
547,1535,0x000BDB0C,167,255,255,"Al Shabab (KSA)","Al Shabab (KSA)",776830,70,105,HIGH
548,1536,0x000BDC2B,167,255,255,"Aberdeen","Aberdeen",777089,126,105,HIGH
549,1548,0x000BDCDE,167,255,255,"Clyde","Clyde",777345,61,105,HIGH
550,1555,0x000BDDCD,167,255,255,"Dundee","Dundee",777555,86,105,HIGH
551,1556,0x000BDED6,167,255,255,"Dundee United","Dundee Utd",777767,117,105,HIGH
552,1557,0x000BDFE2,167,255,255,"Dunfermline Athletic","Dunfermline",778059,77,105,HIGH
553,1569,0x000BE0FB,167,255,255,"Celtic","Celtic",778346,109,105,HIGH
554,1570,0x000BE22B,167,255,255,"Rangers FC","Rangers",778616,133,105,HIGH
555,1573,0x000BE354,167,255,255,"Heart Of Midlothian","Hearts",778912,118,105,HIGH
556,1575,0x000BE455,167,255,255,"Hibernian","Hibs",779217,94,105,HIGH
557,1580,0x000BE55B,167,255,255,"Kilmarnock","Kilmarnock",779466,93,105,HIGH
558,1581,0x000BE649,167,255,255,"Livingston","Livingston",779728,69,105,HIGH
559,1584,0x000BE760,167,255,255,"Motherwell","Motherwell",779935,141,105,HIGH
560,1586,0x000BE844,167,255,255,"Partick Thistle","Partick",780214,86,105,HIGH
561,1591,0x000BE90C,79,255,255,"Queen's Park","Queen's Park",780442,54,105,HIGH
562,1605,0x000BE9E5,79,255,255,"Geylang United","Geylang Utd",780642,69,105,HIGH
563,1606,0x000BEA9B,79,255,255,"Home United","Home Utd",780859,46,105,HIGH
564,1609,0x000BEB68,168,255,255,"Tampines Rovers","Tampines",781041,61,105,HIGH
565,1615,0x000BEC66,168,255,255,"Dukla Banska Bystrica","Banska Bystrica",781277,53,105,HIGH
566,1617,0x000BED64,168,255,255,"Inter Bratislava","Inter Bratislava",781531,61,105,HIGH
567,1620,0x000BEE2B,168,255,255,"MSK Zilina","Zilina",781785,38,105,HIGH
568,1622,0x000BEF3A,168,255,255,"Slovan Bratislava","Slovan Bratislava",781984,74,105,HIGH
569,1623,0x000BF020,169,255,255,"Spartak Trnava","Trnava",782255,61,105,HIGH
570,1625,0x000BF0DA,169,255,255,"NK Ljubljana","Ljubljana",782454,46,105,HIGH
571,1627,0x000BF1AF,169,255,255,"NK Gorica","Gorica",782671,54,105,HIGH
572,1629,0x000BF2A8,169,255,255,"NK Maribor","Maribor",782884,86,105,HIGH
573,1630,0x000BF35E,169,255,255,"NK Mura","Mura",783102,62,105,HIGH
574,1632,0x000BF428,169,255,255,"FC Koper","Koper",783284,78,105,HIGH
575,1636,0x000BF50C,169,255,255,"NK Primorje","Primorje",783517,61,105,HIGH
576,1637,0x000BF601,169,255,255,"NK CMC Publikum","Publikum",783745,70,105,HIGH
577,1639,0x000BF6F6,40,255,255,"NK Olimpija","Olimpija",783990,78,105,HIGH
578,1642,0x000BF7DB,40,255,255,"Ajax Cape Town","Ajax CT",784224,69,105,HIGH
579,1643,0x000BF8E2,40,255,255,"Kaizer Chiefs","Kaizer Chiefs",784453,93,105,HIGH
580,1644,0x000BF9C0,40,255,255,"Mamelodi Sundowns","Sundowns",784701,69,105,HIGH
581,1645,0x000BFAB0,40,255,255,"Orlando Pirates","Orlando Pirates",784938,62,105,HIGH
582,1646,0x000BFB93,170,255,255,"Supersport United","Supersport Utd",785163,62,105,HIGH
583,1660,0x000BFC89,170,255,255,"Albacete Balompié S.A.D.","Albacete",785395,74,105,HIGH
584,1661,0x000BFD6B,170,255,255,"U.D. Almería S.A.D.","Almería",785641,66,105,HIGH
585,1664,0x000BFE9D,170,255,255,"Athletic Club","Athletic Club",785900,113,105,HIGH
586,1680,0x000BFF7D,170,255,255,"C.D. Tenerife S.A.D.","Tenerife",786175,58,105,HIGH
587,1682,0x000C0049,170,255,255,"Cádiz","",786439,50,105,HIGH
588,1685,0x000C0151,170,255,255,"Club Atlético Osasuna","Osasuna",786635,66,105,HIGH
589,1687,0x000C02B1,170,255,255,"Club Atlético de Madrid S.A.D.","At. Madrid",786924,105,105,HIGH
590,1688,0x000C03AB,170,255,255,"D. Alavés S.A.D.","Alavés",787238,77,105,HIGH
591,1699,0x000C047E,170,255,255,"C.D. Numancia S.A.D.","Numancia",787472,42,105,HIGH
592,1704,0x000C0540,170,255,255,"Córdoba","",787714,42,105,HIGH
593,1705,0x000C06BA,170,255,255,"R.C. Deportivo de La Coruña S.A.D.","Deportivo",787951,105,105,HIGH
594,1707,0x000C077C,170,255,255,"Elche","",788282,50,105,HIGH
595,1708,0x000C08F9,170,255,255,"F.C. Barcelona","Barcelona",788538,133,105,HIGH
596,1710,0x000C09B3,170,255,255,"Getafe","",788859,38,105,HIGH
597,1717,0x000C0AAD,170,255,255,"Levante","",789071,74,105,HIGH
598,1724,0x000C0BBC,170,255,255,"Real Club Celta de Vigo S.A.D.","Celta",789296,58,105,HIGH
599,1725,0x000C0CD4,170,255,255,"R.C.D. Espanyol de Barcelona S.A.D.","Espanyol",789553,65,105,HIGH
600,1726,0x000C0DF8,170,255,255,"R.C.D. Mallorca S.A.D.","Mallorca",789863,73,105,HIGH
