club_record_index,club_id,header_offset,field1,field2,field3,full_name,short_name,name_offset,name_distance,score,confidence
21,95,0x00090D1C,187,255,255,"Rosario Central","Central",593047,77,105,HIGH
22,96,0x00090E58,187,255,255,"San Lorenzo de Almagro","San Lorenzo",593293,125,105,HIGH
23,98,0x00090F24,128,255,255,"Vélez Sarsfield","Vélez",593587,61,105,HIGH
24,99,0x00090FE5,128,255,255,"Ararat Yerevan","Ararat",593817,24,105,HIGH
25,101,0x00091087,128,255,255,"Kotayk Abovyan","Kotayk",593979,24,105,HIGH
26,102,0x00091150,128,255,255,"Pyunik Yerevan","Pyunik",594172,32,105,HIGH
27,103,0x00091225,129,255,255,"Shirak Gyumri","Shirak",594373,46,105,HIGH
28,152,0x00091345,129,255,255,"FK Austria Viena","Austria Viena",594590,97,105,HIGH
29,153,0x00091430,129,255,255,"Grazer AK","GAK",594874,82,105,HIGH
30,155,0x00091545,129,255,255,"SK Rapid Viena","Rapid Viena",595109,98,105,HIGH
31,156,0x00091646,129,255,255,"SK Sturm Graz","Sturm Graz",595386,82,105,HIGH
32,158,0x00091729,130,255,255,"SV Salzburgo","Salzburg",595643,58,105,HIGH
33,162,0x000917D5,130,255,255,"FK Turan Tovuz","Turan Tovuz",595839,24,105,HIGH
34,167,0x000918A5,131,255,255,"FK Neftçi Baku","Neftçi",596042,39,105,HIGH
35,168,0x000919A8,131,255,255,"KAA Gent","AA Gent",596265,85,105,HIGH
36,184,0x00091A9A,131,255,255,"KSV Cercle Brugge","Cercle Brugge",596493,69,105,HIGH
37,186,0x00091BF7,131,255,255,"Club Brugge KV","Club Brugge",596804,117,105,HIGH
38,188,0x00091CBC,131,255,255,"KFC Dessel Sport","Dessel",597079,45,105,HIGH
39,232,0x00091D95,131,255,255,"FC Malines","Malines",597266,85,105,HIGH
40,250,0x00091EBC,131,255,255,"R Standard de Liège","Standard",597533,93,105,HIGH
41,256,0x00091FF2,131,255,255,"RSC Anderlecht","Anderlecht",597833,109,105,HIGH
42,258,0x0009212B,131,255,255,"K Racing Club Genk","Genk",598134,125,105,HIGH
43,262,0x00092243,131,255,255,"R Antwerp FC","Antuérpia",598440,101,105,HIGH
44,265,0x00092366,131,255,255,"Sporting Lokeren SNW","Lokeren",598727,93,105,HIGH
45,266,0x0009246F,131,255,255,"KSK Beveren","Beveren",599018,85,105,HIGH
46,268,0x00092599,131,255,255,"K Lierse SK","Lierse",599278,125,105,HIGH
47,289,0x000926A4,132,255,255,"KVC Westerlo","Westerlo",599595,69,105,HIGH
48,303,0x000927C8,4294967295,255,255,"Dinamo Minsk","Din.Minsk",599833,121,105,HIGH
49,304,0x00092878,132,255,255,"Dinamo-93 Minsk","Din.93 Minsk",600094,24,105,HIGH
50,307,0x0009295E,132,255,255,"Neman Grodno","Neman Grodno",600301,53,105,HIGH
51,308,0x00092A32,188,255,255,"Torpedo-SKA Minsk","Torpedo Minsk",600500,54,105,HIGH
52,309,0x00092AE2,188,255,255,"C Bolívar","Bolívar",600712,46,105,HIGH
53,311,0x00092BAC,191,255,255,"FC The Strongest","The Strongest",600888,46,105,HIGH
54,312,0x00092C60,189,255,255,"CCD Tuluá","Cortuluá",601100,38,105,HIGH
55,314,0x00092D46,189,255,255,"C Atlético Mineiro","Atlético Mineiro",601280,54,135,HIGH
56,315,0x00092DFA,189,255,255,"EC Bahia","Bahia",601510,46,135,HIGH
57,316,0x00092EC8,189,255,255,"Botafogo FR","Botafogo",601680,70,135,HIGH
58,319,0x00092FFC,189,255,255,"SC Corinthians Paulista","Corinthians",601918,110,135,HIGH
59,321,0x00093102,189,255,255,"Cruzeiro EC","Cruzeiro",602226,94,135,HIGH
60,322,0x000931E0,189,255,255,"CR Flamengo","Flamengo",602456,86,135,HIGH
61,323,0x000932D7,189,255,255,"Fluminense FC","Fluminense",602688,93,135,HIGH
62,324,0x000933B1,189,255,255,"Grêmio FBPA","Grêmio",602925,86,135,HIGH
63,325,0x0009348D,189,255,255,"Guarani FC","Guarani",603153,78,135,HIGH
64,326,0x000935B3,189,255,255,"SC Internacional","Internacional",603383,118,135,HIGH
65,327,0x00093675,189,255,255,"EC Juventude","Juventude",603657,54,135,HIGH
66,328,0x00093733,189,255,255,"C Náutico Capibaribe","Náutico",603851,38,135,HIGH
67,329,0x0009382F,189,255,255,"SE Palmeiras","Palmeiras",604063,90,135,HIGH
68,330,0x000938EB,189,255,255,"Paraná C","Paraná",604293,62,135,HIGH
69,332,0x000939CD,189,255,255,"AA Ponte Preta","Ponte Preta",604481,78,135,HIGH
70,333,0x00093A9D,189,255,255,"A Portuguesa D","Portuguesa",604707,62,135,HIGH
71,335,0x00093B8B,189,255,255,"Santos FC","Santos",604939,86,135,HIGH
72,337,0x00093C99,189,255,255,"São Paulo FC","São Paulo",605173,110,135,HIGH
73,339,0x00093D7B,189,255,255,"CR Vasco da Gama","Vasco",605423,86,135,HIGH
74,340,0x00093E37,134,255,255,"EC Vitória","Vitória",605659,46,135,HIGH
75,344,0x00093F88,134,255,255,"CSKA (Sofia)","CSKA (Sofia)",605878,150,105,HIGH
76,347,0x00094092,134,255,255,"Naftex (Burgas)","Naftex",606215,85,105,HIGH
77,349,0x000941BA,134,255,255,"Levski (Sofia)","Levski (Sofia)",606481,101,105,HIGH
78,351,0x000942D2,134,255,255,"Lokomotiv (Plovdiv)","Loko (Plovdiv)",606782,70,105,HIGH
79,352,0x000943D5,134,255,255,"Lokomotiv (Sofia)","Loko (Sofia)",607026,93,105,HIGH
80,354,0x0009449F,134,255,255,"Pirin (Blagoevgrad)","Pirin",607285,46,105,HIGH
81,356,0x00094591,6,255,255,"Slavia (Sofia)","Slavia (Sofia)",607487,78,105,HIGH
82,393,0x0009463D,6,255,255,"Canon Yaoundé","Canon",607719,38,105,HIGH
83,398,0x000946FC,190,255,255,"Tonnerre Kalara Club","Tonnerre KC",607891,31,105,HIGH
84,399,0x000947C0,190,255,255,"CSD Colo Colo","Colo Colo",608082,54,105,HIGH
85,403,0x000948BC,190,255,255,"CD Universidad Católica","Universidad Católica",608288,58,105,HIGH
86,404,0x000949AA,55,255,255,"CF Universidad de Chile","Universidad de Chile",608530,54,105,HIGH
87,406,0x00094A91,55,255,255,"Beijing Guo'an","Beijing",608773,86,105,HIGH
88,407,0x00094B72,55,255,255,"Dalian Shide","Dalian",609004,86,105,HIGH
89,414,0x00094C5D,191,255,255,"Shanghai Shenhua","Shenhua",609229,86,105,HIGH
90,417,0x00094D39,191,255,255,"CD América de Cali","América de Cali",609469,46,105,HIGH
91,419,0x00094DEB,191,255,255,"CPD Junior","Junior",609689,38,105,HIGH
92,420,0x00094EAF,191,255,255,"CD Once Caldas","Once Caldas",609867,38,105,HIGH
93,421,0x00094F8B,191,255,255,"AC Deportivo Cali","Deportivo Cali",610063,50,105,HIGH
94,423,0x00095061,191,255,255,"Independiente Santa Fé","Santa Fé",610283,46,105,HIGH
95,425,0x00095123,191,255,255,"CDI Medellín","Medellín",610497,46,105,HIGH
96,426,0x000951ED,191,255,255,"CD Los Millonarios","Millonarios",610681,46,105,HIGH
97,427,0x000952D3,135,255,255,"CDC Atlético Nacional","Atlético Nacional",610893,46,105,HIGH
98,432,0x000953EB,135,255,255,"Croácia Zagreb","Croácia Zagreb",611154,85,105,HIGH
99,433,0x000954E4,135,255,255,"HNK Hajduk","Hajduk",611434,78,105,HIGH
100,440,0x000955EA,135,255,255,"NK Osijek","Osijek",611683,93,105,HIGH
101,441,0x000956D2,135,255,255,"HNK Rijeka","Rijeka",611945,61,105,HIGH
102,443,0x00095786,135,255,255,"NK Zadar","Zadar",612146,46,105,HIGH
103,444,0x0009586C,135,255,255,"NK Zagreb","Zagreb",612357,61,105,HIGH
104,447,0x0009595E,136,255,255,"NK Varteks","Varteks",612587,69,105,HIGH
105,448,0x00095A2D,136,255,255,"AEK Larnaca","",612843,38,105,HIGH
106,449,0x00095AFA,136,255,255,"AEL Limassol","AEL",613026,46,105,HIGH
107,450,0x00095BF3,136,255,255,"Anorthosis Famagusta","Anorthosi",613231,62,105,HIGH
108,451,0x00095CCD,136,255,255,"APOEL Nicosia","APOEL",613480,53,105,HIGH
109,452,0x00095DB0,136,255,255,"Apollon Limassol","Apollon L.",613698,46,105,HIGH
110,456,0x00095E6F,136,255,255,"Ethnikos Achnas","Achna",613894,53,105,HIGH
111,457,0x00095F59,136,255,255,"Nea Salamis Famagusta","Nea Salamina",614085,70,105,HIGH
112,458,0x0009603E,136,255,255,"Olympiakos Nicosia","Olympiakos N.",614350,38,105,HIGH
113,460,0x00096130,137,255,255,"Omonoia Nicosia","Omonoia",614579,69,105,HIGH
114,465,0x000961F6,137,255,255,"Brno","Brno",614800,74,105,HIGH
115,467,0x000962A4,137,255,255,"Zlin","Zlin",614998,50,105,HIGH
116,470,0x0009636C,137,255,255,"Ceske Budejovice","Ceske",615172,50,105,HIGH
117,473,0x00096474,137,255,255,"Sigma Olomouc","Sigma Olomouc",615403,73,105,HIGH
118,474,0x000965BD,137,255,255,"Slavia de Praga","Slavia de Praga",615667,130,105,HIGH
119,475,0x000966D2,137,255,255,"Slovan Liberec","Slovan Liberec",615996,82,105,HIGH
120,476,0x0009683B,138,255,255,"Sparta de Praga","Sparta de Praga",616273,162,105,HIGH
121,482,0x0009692A,138,255,255,"Aarhus Gymnastik Forening","AGF",616593,85,105,HIGH
122,483,0x00096A3E,138,255,255,"Aalborg Boldspilklub","AaB",616863,101,105,HIGH
123,496,0x00096B70,138,255,255,"Brøndbyernes Idrætsforening","Brøndby",617139,109,105,HIGH
124,502,0x00096C92,138,255,255,"Esbjerg forenede Boldklubber","Esbjerg fB",617445,85,105,HIGH
125,505,0x00096DEE,138,255,255,"Football Club Copenhaga","FC Copenhaga",617739,145,105,HIGH
126,517,0x00096EE6,138,255,255,"Herfølge Boldklub","Herfølge",618083,69,105,HIGH
127,526,0x00097027,138,255,255,"Football Club Midtjylland 1999","FC Midtjylland",618346,89,105,HIGH
128,545,0x00097145,138,255,255,"Odense Boldklub","Odense BK",618652,109,105,HIGH
129,551,0x0009726D,138,255,255,"Silkeborg Idrætsforening","Silkeborg",618938,101,105,HIGH
130,569,0x00097379,139,255,255,"Viborg Fodsports Forening","Viborg",619234,77,105,HIGH
131,573,0x0009749C,139,255,255,"Aldershot Town","Aldershot",619509,109,105,HIGH
132,578,0x00097550,139,255,255,"Guiseley","Guiseley",619766,46,105,HIGH
133,581,0x0009763C,139,255,255,"Newport County","Newport Co",619946,86,105,HIGH
134,585,0x000976F8,163,255,255,"Workington","Workington",620182,46,105,HIGH
135,588,0x000977FA,163,255,255,"Bohemian F.C.","Bohemians",620397,85,105,HIGH
136,590,0x000978FC,163,255,255,"Cork City","Cork City",620655,93,105,HIGH
137,596,0x00097A06,163,255,255,"Shamrock Rovers","Shamrock Rovers",620913,77,105,HIGH
138,597,0x00097B22,163,255,255,"Shelbourne F.C.","Shelbourne",621199,85,105,HIGH
139,599,0x00097C5C,139,255,255,"Saint Patrick's Athletic","St. Pat's Athletic",621471,93,105,HIGH
140,600,0x00097F95,139,255,255,"AFC Bournemouth","Bournemouth",622256,165,105,HIGH
141,601,0x00098051,139,255,255,"Altrincham","Altrincham",622575,46,105,HIGH
142,602,0x0009838F,139,255,255,"Arsenal","Arsenal",623330,133,105,HIGH
143,603,0x00098758,139,255,255,"Aston Villa","Aston Villa",624171,245,105,HIGH
144,605,0x000988A4,139,255,255,"Barnet","Barnet",624610,158,105,HIGH
145,606,0x00098BA2,139,255,255,"Barnsley","Barnsley",625401,125,105,HIGH
146,607,0x00098C7E,139,255,255,"Barrow","Barrow",625660,94,105,HIGH
147,608,0x00098D5B,139,255,255,"Bath City","Bath",625895,78,105,HIGH
148,609,0x000990BB,139,255,255,"Birmingham City","Birmingham",626640,173,105,HIGH
149,610,0x0009918B,139,255,255,"Bishop Auckland","Bishop Auckland",626965,46,105,HIGH
150,611,0x00099267,139,255,255,"Bishop's Stortford","Bishop's Stortford",627173,46,105,HIGH
151,612,0x000995CA,139,255,255,"Blackburn Rovers","Blackburn",627943,165,105,HIGH
152,613,0x00099928,139,255,255,"Blackpool","Blackpool",628762,222,105,HIGH
153,614,0x00099C52,139,255,255,"Bolton Wanderers","Bolton",629637,149,105,HIGH
154,615,0x00099F88,139,255,255,"Boston United","Boston Utd",630449,157,105,HIGH
155,616,0x0009A2C4,139,255,255,"Bradford City","Bradford City",631255,173,105,HIGH
156,617,0x0009A61D,139,255,255,"Brentford","Brentford",632104,197,105,HIGH
157,618,0x0009A99D,139,255,255,"Brighton and Hove Albion","Brighton",632956,213,105,HIGH
158,619,0x0009ACD8,139,255,255,"Bristol City","Bristol C",633837,181,105,HIGH
159,620,0x0009B015,139,255,255,"Bristol Rovers","Bristol Rovers",634684,149,105,HIGH
160,621,0x0009B0F3,139,255,255,"Bromsgrove Rovers","Bromsgrove",634987,70,105,HIGH
161,622,0x0009B46E,139,255,255,"Burnley","Burnley",635768,206,105,HIGH
162,623,0x0009B7B1,139,255,255,"Bury","Bury",636623,198,105,HIGH
163,624,0x0009BB09,139,255,255,"Cambridge United","Cambridge",637445,198,105,HIGH
164,625,0x0009BE4E,139,255,255,"Cardiff City","Cardiff",638311,181,105,HIGH
165,626,0x0009C015,139,255,255,"Carlisle United","Carlisle",638678,261,98,MEDIUM
166,627,0x0009C0F3,139,255,255,"Carshalton Athletic","Carshalton",639087,62,105,HIGH
167,628,0x0009C434,139,255,255,"Charlton Athletic","Charlton",639832,158,105,HIGH
168,629,0x0009C4FA,139,255,255,"Chelmsford City","Chelmsford",640142,46,105,HIGH
169,630,0x0009C8AA,139,255,255,"Chelsea","Chelsea",640909,245,105,HIGH
170,631,0x0009CC1C,139,255,255,"Cheltenham Town","Cheltenham",641809,205,105,HIGH
171,632,0x0009CCDA,139,255,255,"Chesham United","Chesham",642166,46,105,HIGH
172,633,0x0009D064,139,255,255,"Chester City","Chester",642885,237,105,HIGH
173,634,0x0009D3A3,139,255,255,"Chesterfield","Chesterfield",643794,149,105,HIGH
174,635,0x0009D477,139,255,255,"Chorley","Chorley",644089,86,105,HIGH
175,636,0x0009D7BE,139,255,255,"Colchester United","Colchester",644830,158,105,HIGH
176,637,0x0009D876,139,255,255,"Colwyn Bay","Colwyn Bay",645140,46,105,HIGH
177,638,0x0009D924,139,255,255,"Corby Town","Corby",645324,46,105,HIGH
178,639,0x0009DC77,139,255,255,"Coventry City","Coventry",646019,190,105,HIGH
179,640,0x0009DDD7,139,255,255,"Crawley Town","Crawley",646399,166,105,HIGH
180,641,0x0009E107,139,255,255,"Crewe Alexandra","Crewe",647213,166,105,HIGH
181,642,0x0009E4C7,139,255,255,"Crystal Palace","Crystal Palace",648054,269,98,MEDIUM
182,643,0x0009E60A,139,255,255,"Dagenham and Redbridge","Dag & Red",648515,125,105,HIGH
183,644,0x0009E984,139,255,255,"Darlington","Darlington",649307,245,105,HIGH
184,645,0x0009ECF2,139,255,255,"Derby County","Derby",650238,198,105,HIGH
185,646,0x0009F06E,139,255,255,"Doncaster Rovers","Doncaster",651091,221,105,HIGH
186,647,0x0009F150,139,255,255,"Dover Athletic","Dover",651464,86,105,HIGH
187,648,0x0009F203,139,255,255,"Enfield","Enfield",651686,53,105,HIGH
188,650,0x0009F538,139,255,255,"Everton","Everton",652387,173,105,HIGH
189,651,0x0009F6C5,139,255,255,"Exeter City","Exeter",652737,214,105,HIGH
190,652,0x0009F7CD,139,255,255,"Farnborough Town","Farnborough",653117,78,105,HIGH
191,653,0x0009F893,139,255,255,"Frickley Athletic","Frickley",653351,46,105,HIGH
192,654,0x0009FBF1,139,255,255,"Fulham","Fulham",654119,166,105,HIGH
193,655,0x0009FCA9,139,255,255,"Gateshead","Gateshead",654411,46,105,HIGH
194,656,0x000A0037,139,255,255,"Gillingham","Gillingham",655110,253,105,HIGH
195,657,0x000A0115,139,255,255,"Gloucester City","Gloucester",655505,70,105,HIGH
196,658,0x000A04B3,139,255,255,"Grimsby Town","Grimsby",656252,261,98,MEDIUM
197,659,0x000A0585,139,255,255,"Halesowen Town","Halesowen",656653,62,105,HIGH
198,660,0x000A069F,139,255,255,"Halifax Town","Halifax",656887,118,105,HIGH
199,661,0x000A09C3,139,255,255,"Hartlepool United","Hartlepool",657636,157,105,HIGH
200,662,0x000A0B0C,139,255,255,"Hereford United","Hereford",657980,150,105,HIGH
201,663,0x000A0BD6,139,255,255,"Hitchin Town","Hitchin",658278,62,105,HIGH
202,664,0x000A0F02,139,255,255,"Huddersfield Town","Huddersfield",659006,126,105,HIGH
203,665,0x000A121A,139,255,255,"Hull City","Hull",659798,158,105,HIGH
204,666,0x000A12CC,139,255,255,"Hyde United","Hyde",660084,46,105,HIGH
205,667,0x000A1604,139,255,255,"Ipswich Town","Ipswich",660828,118,105,HIGH
206,668,0x000A171D,139,255,255,"Kettering Town","Kettering",661086,133,105,HIGH
207,669,0x000A1A4C,139,255,255,"Kidderminster Harriers","Kidderminster",661893,117,105,HIGH
208,670,0x000A1B28,139,255,255,"Kingstonian","Kingstonian",662186,70,105,HIGH
209,671,0x000A1E6B,139,255,255,"Leeds United","Leeds",662960,141,105,HIGH
210,672,0x000A1F43,139,255,255,"Leek Town","Leek Town",663237,78,105,HIGH
211,673,0x000A22C8,139,255,255,"Leicester City","Leicester",663993,213,105,HIGH
212,674,0x000A2612,139,255,255,"Leyton Orient","Leyton Orient",664853,189,105,HIGH
213,675,0x000A299F,139,255,255,"Lincoln City","Lincoln",665720,245,105,HIGH
214,676,0x000A2D0C,139,255,255,"Liverpool","Liverpool",666663,181,105,HIGH
215,677,0x000A3001,139,255,255,"Luton Town","Luton",667473,134,105,HIGH
216,678,0x000A33BE,139,255,255,"Macclesfield Town","Macclesfield",668291,245,105,HIGH
217,679,0x000A3710,139,255,255,"Manchester City","Man City",669265,133,105,HIGH
218,680,0x000A3AF0,139,255,255,"Manchester United","Man Utd",670151,237,105,HIGH
219,681,0x000A3E40,139,255,255,"Mansfield Town","Mansfield",671056,182,105,HIGH
220,682,0x000A3F01,139,255,255,"Marine","Marine",671391,62,105,HIGH
221,683,0x000A3FA9,139,255,255,"Marlow","Marlow",671575,46,105,HIGH
222,684,0x000A4089,139,255,255,"Merthyr Tydfil","Merthyr Tydfil",671751,62,105,HIGH
223,685,0x000A443A,139,255,255,"Middlesbrough","Middlesbrough",672532,230,105,HIGH
224,686,0x000A4768,139,255,255,"Millwall","Millwall",673479,117,105,HIGH
225,687,0x000A4898,139,255,255,"Morecambe","Morecambe",673754,142,105,HIGH
226,688,0x000A4C93,139,255,255,"Newcastle United","Newcastle",674600,301,98,MEDIUM
227,689,0x000A4F9C,139,255,255,"Northampton Town","Northampton",675556,118,105,HIGH
228,690,0x000A50E0,139,255,255,"Northwich Victoria","Northwich",675856,142,105,HIGH
229,691,0x000A5419,139,255,255,"Norwich City","Norwich",676689,150,105,HIGH
230,692,0x000A577E,139,255,255,"Nottingham Forest","Nottm Forest",677507,181,105,HIGH
231,693,0x000A5AEA,139,255,255,"Notts County","Notts Co",678361,221,105,HIGH
232,694,0x000A5E60,139,255,255,"Oldham Athletic","Oldham",679260,206,105,HIGH
233,695,0x000A61A6,139,255,255,"Oxford United","Oxford",680135,173,105,HIGH
234,696,0x000A64FA,139,255,255,"Peterborough United","Peterborough",680971,165,105,HIGH
235,697,0x000A683A,139,255,255,"Plymouth Argyle","Plymouth",681795,189,105,HIGH
236,698,0x000A6B48,139,255,255,"Port Vale","Port Vale",682642,134,105,HIGH
237,699,0x000A6E8A,139,255,255,"Portsmouth","Portsmouth",683449,157,105,HIGH
238,700,0x000A71A6,139,255,255,"Preston North End","Preston",684253,141,105,HIGH
239,701,0x000A755D,139,255,255,"Queens Park Rangers","Q.P.R.",685074,269,98,MEDIUM
240,702,0x000A78CF,139,255,255,"Reading","Reading",686026,221,105,HIGH
241,703,0x000A7C05,139,255,255,"Rochdale","Rochdale",686900,165,105,HIGH
242,704,0x000A7F2A,139,255,255,"Rotherham United","Rotherham",687710,142,105,HIGH
243,705,0x000A801A,139,255,255,"Runcorn FC Halton","Runcorn FC Halton",688004,70,105,HIGH
244,706,0x000A8169,139,255,255,"Scarborough","Scarborough",688268,165,105,HIGH
245,707,0x000A8495,139,255,255,"Scunthorpe United","Scunthorpe",689078,157,105,HIGH
246,708,0x000A87E0,139,255,255,"Sheffield United","Sheff Utd",689909,173,105,HIGH
247,709,0x000A8B2A,139,255,255,"Sheffield Wednesday","Sheff Wed",690737,181,105,HIGH
248,710,0x000A8E32,139,255,255,"Shrewsbury Town","Shrewsbury",691583,117,105,HIGH
249,711,0x000A8EF6,139,255,255,"Sittingbourne","Sittingbourne",691848,46,105,HIGH
250,712,0x000A8FAC,139,255,255,"Slough Town","Slough",692048,46,105,HIGH
251,713,0x000A92AD,139,255,255,"Southampton","Southampton",692776,77,105,HIGH
252,714,0x000A95B7,139,255,255,"Southend United","Southend",693512,117,105,HIGH
253,715,0x000A96A2,139,255,255,"Southport","Southport",693781,93,105,HIGH
254,716,0x000A9768,139,255,255,"St. Albans City","St. Albans",694012,46,105,HIGH
255,717,0x000A988C,139,255,255,"Stafford Rangers","Stafford Rangers",694210,126,105,HIGH
256,718,0x000A9994,139,255,255,"Stalybridge Celtic","Stalybridge",694528,78,105,HIGH
257,719,0x000A9AF3,139,255,255,"Stevenage Borough","Stevenage",694814,149,105,HIGH
258,720,0x000A9E4E,139,255,255,"Stockport County","Stockport",695642,182,105,HIGH
259,721,0x000AA1F1,139,255,255,"Stoke City","Stoke",696506,269,98,MEDIUM
260,722,0x000AA50B,139,255,255,"Sunderland","Sunderland",697417,142,105,HIGH
261,723,0x000AA5F5,139,255,255,"Sutton United","Sutton Utd",697701,86,105,HIGH
262,724,0x000AA942,139,255,255,"Swansea City","Swansea",698459,181,105,HIGH
263,725,0x000AAC7B,4294967295,255,255,"Swindon Town","Swindon",699275,190,105,HIGH
264,726,0x000AADB5,139,255,255,"Telford United","Telford",699601,174,105,HIGH
265,727,0x000AB108,139,255,255,"Torquay United","Torquay",700452,174,105,HIGH
266,728,0x000AB4A8,139,255,255,"Tottenham Hotspur","Tottenham",701323,221,105,HIGH
267,729,0x000AB844,139,255,255,"Tranmere Rovers","Tranmere",702229,245,105,HIGH
268,731,0x000ABB57,139,255,255,"Walsall","Walsall",703129,150,105,HIGH
269,732,0x000ABE6F,139,255,255,"Watford","Watford",703929,142,105,HIGH
270,733,0x000ABF31,139,255,255,"Welling United","Welling",704205,46,105,HIGH
271,734,0x000AC2BC,139,255,255,"West Bromwich Albion","West Brom",704945,197,105,HIGH
272,735,0x000AC5EF,139,255,255,"West Ham United","West Ham",705824,149,105,HIGH
273,736,0x000AC6AB,139,255,255,"Whitley Bay","Whitley Bay",706117,46,105,HIGH
274,737,0x000ACA0A,4294967295,255,255,"Wigan Athletic","Wigan",706802,230,105,HIGH
275,738,0x000ACAB6,139,255,255,"Wimbledon","Wimbledon",707168,38,105,HIGH
276,739,0x000ACB84,139,255,255,"Woking","Woking",707378,46,105,HIGH
277,740,0x000ACF3C,139,255,255,"Wolverhampton Wanderers","Wolves",708096,246,105,HIGH
278,741,0x000AD23D,139,255,255,"Wrexham","Wrexham",709015,126,105,HIGH
279,742,0x000AD590,139,255,255,"Wycombe Wanderers","Wycombe",709799,173,105,HIGH
280,743,0x000AD888,139,255,255,"Yeovil Town","Yeovil",710621,125,105,HIGH
281,744,0x000ADA08,140,255,255,"York City","York",710932,206,105,HIGH
282,746,0x000ADAF9,140,255,255,"FC Flora Tallinn","Flora",711293,70,105,HIGH
283,751,0x000ADBCE,141,255,255,"JK Narva Trans","Trans",711534,46,105,HIGH
284,803,0x000ADCAA,141,255,255,"Tofta Ítróttarfelag B68","",711747,51,105,HIGH
285,804,0x000ADD72,141,255,255,"Gøtu Ítróttarfelag","GÍ",711967,31,105,HIGH
286,805,0x000ADE45,141,255,255,"Havnar Bóltfelag","HB",712167,46,105,HIGH
287,806,0x000ADF20,141,255,255,"Klaksvíkar Ítróttarfelag","KÍ",712378,38,105,HIGH
288,808,0x000ADFCB,142,255,255,"Tvøroyrar Bóltfelag","TB",712566,31,105,HIGH
289,809,0x000AE0B4,142,255,255,"Tampere United","Tampere Utd",712768,54,105,HIGH
290,811,0x000AE18C,142,255,255,"FC Lahti","FC Lahti",712970,86,105,HIGH
291,813,0x000AE22A,142,255,255,"FF Jaro","Jaro",713186,38,105,HIGH
292,816,0x000AE33C,142,255,255,"Helsingin Jalkapalloklubi","HJK",713390,74,105,HIGH
293,817,0x000AE445,142,255,255,"FC Haka Valkeakoski","FC Haka",713664,69,105,HIGH
294,818,0x000AE50A,142,255,255,"Kuopion Palloseura","KuPS",713888,50,105,HIGH
295,820,0x000AE5FB,142,255,255,"Myllykosken Pallo -47","MyPa",714111,62,105,HIGH
296,822,0x000AE6C8,143,255,255,"FC TPS Turku","TPS",714336,62,105,HIGH
297,824,0x000AE7E3,143,255,255,"Auxerre","Auxerre",714590,93,105,HIGH
298,826,0x000AE92F,143,255,255,"Mónaco","Mónaco",714894,125,105,HIGH
299,828,0x000AEA3B,143,255,255,"St. Etienne","St. Etienne",715166,101,105,HIGH
300,846,0x000AEB97,143,255,255,"Nantes","Nantes",715494,141,105,HIGH
301,851,0x000AECF6,143,255,255,"Bordéus","Bordéus",715849,133,105,HIGH
302,854,0x000AEDC6,143,255,255,"Istres","Istres",716133,61,105,HIGH
303,855,0x000AEEBE,143,255,255,"Châteauroux","Châteauroux",716361,61,105,HIGH
304,856,0x000AEFA7,143,255,255,"Le Havre","Le Havre",716574,93,105,HIGH
305,858,0x000AF09B,143,255,255,"Lille","Lille",716838,85,105,HIGH
306,859,0x000AF19F,143,255,255,"Montpellier","Montpellier",717082,77,105,HIGH
307,862,0x000AF288,143,255,255,"Nice","Nice",717311,109,105,HIGH
